entity_id,entity_type,display_name,is_exogenous,summary_quality,merged_source_count
molecule.C21967,small_molecule,"(10Z,13Z,16Z,19Z,22Z)-Octacosapentaenoyl-CoA",false,informative,1
molecule.C21971,small_molecule,"5-Amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil",true,informative,1
molecule.C21981,small_molecule,"(6Z,9Z)-Hexadecadienoyl-CoA",false,informative,1
molecule.C21982,small_molecule,Lipid IVB,true,informative,1
molecule.C21983,small_molecule,Deacyl-lipid IVB,true,informative,1
molecule.C21984,small_molecule,Deacyl-lipid IVA,false,informative,1
molecule.C21988,small_molecule,H. pylori KDO2-lipid A,true,informative,1
molecule.C21991,small_molecule,Palmitoleoyl-myristoyl-KDO2-lipid A,false,informative,1
molecule.C21992,small_molecule,3'-O-Deacylated KDO2-lipid A,false,informative,1
molecule.C21993,small_molecule,C16-KDO2-lipid A,false,informative,1
molecule.C21994,small_molecule,1-Dephospho-KDO2-lipid A,false,informative,1
molecule.C21995,small_molecule,1-PEtN-KDO2-lipid A,true,informative,1
molecule.C21996,small_molecule,1-PEtN-KDO-lipid A,true,informative,1
molecule.C21997,small_molecule,4'-Dephosphorylated 1-PEtN-KDO-lipid A,false,informative,1
molecule.C21998,small_molecule,H. pylori KDO-lipid A,true,informative,1
molecule.C21999,small_molecule,Stearoyl-KDO2-lipid IVA,false,informative,1
molecule.C22002,small_molecule,Lipid IIB,false,informative,1
molecule.C22003,small_molecule,(S)-2-Hydroxymyristate-modified lipid A,false,informative,1
molecule.C22006,small_molecule,(R)-(Indol-3-yl)lactate,false,informative,1
molecule.C22007,small_molecule,Sideretin,true,informative,1
molecule.C22024,small_molecule,Staphylopine,true,informative,1
molecule.C22025,small_molecule,(2S)-2-Amino-4-{[(1R)-1-carboxy-2-(1H-imidazol-4-yl)ethyl]amino}butanoate,true,informative,1
molecule.C22029,small_molecule,alpha-D-Galactosamine 1-phosphate,false,informative,1
molecule.C22038,small_molecule,"(R)-3-(3,4-Dihydroxyphenyl)lactate",true,informative,1
molecule.C22039,small_molecule,"2-Carboxy-1,4-naphthoquinone",false,informative,1
molecule.C22040,small_molecule,S-Methyl-L-cysteine,false,informative,1
molecule.C22053,small_molecule,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate,false,informative,1
molecule.C22068,small_molecule,H. pylori KDO2-lipid IVA,true,informative,1
molecule.C22070,small_molecule,"2,4-Dihydroxycinnamoyl-CoA",false,informative,1
molecule.C22077,small_molecule,6-Sulfo-alpha-D-quinovose,false,informative,1
molecule.C22078,small_molecule,6-Sulfo-beta-D-quinovose,true,informative,1
molecule.C22127,small_molecule,Ginsenoside C-K,true,informative,1
molecule.C22128,small_molecule,(20S)-Ginsenoside Rh2,true,informative,1
molecule.C22129,small_molecule,Ginsenoside Rh1,true,informative,1
molecule.C22152,small_molecule,Bergamottin,true,informative,1
molecule.C22153,small_molecule,Epoxybergamottin,true,informative,1
molecule.C22156,small_molecule,"6',7'-Dihydroxybergamottin",true,informative,1
molecule.C22159,small_molecule,[Glycine cleavage system H]-N6-octanoyl-L-lysine,true,informative,1
molecule.C22160,small_molecule,[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine,false,informative,1
molecule.C22161,small_molecule,Dihydrolipoyl-AMP,false,informative,1
molecule.C22202,small_molecule,2-Oxoindole-3-acetate,true,informative,1
molecule.C22245,small_molecule,UDP-2-acetamido-2-deoxy-alpha-D-galacturonamide,false,informative,1
molecule.C22246,small_molecule,"UDP-2,3-dideoxy-2-acetamido-3-acetamidino-alpha-D-mannuronic acid",false,informative,1
molecule.C22247,small_molecule,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-glucopyranose",false,informative,1
molecule.C22248,small_molecule,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose",false,informative,1
molecule.C22249,small_molecule,"2-Acetamido-4-(D-alanylamino)-2,4,6-trideoxy-D-mannopyranose",true,informative,1
molecule.C22250,small_molecule,5-N-Acetyl-7-N-(D-alanyl)-legionaminic acid,true,informative,1
molecule.C22251,small_molecule,CMP-5-N-acetyl-7-N-(D-alanyl)-legionaminic acid,true,informative,1
molecule.C22252,small_molecule,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-idose",false,informative,1
molecule.C22253,small_molecule,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-gulose",false,informative,1
molecule.C22254,small_molecule,"2,4-Diacetamido-2,4,6-trideoxy-beta-L-gulose",true,informative,1
molecule.C22255,small_molecule,"5,7-Diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid",false,informative,1
molecule.C22256,small_molecule,"CMP-5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid",false,informative,1
molecule.C22257,small_molecule,"dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucose",false,informative,1
molecule.C22261,small_molecule,"UDP-2-acetamido-2,6-dideoxy-alpha-D-galactose",false,informative,1
molecule.C22262,small_molecule,"UDP-2-acetamido-2,6-dideoxy-alpha-D-glucose",false,informative,1
molecule.C22270,small_molecule,"UDP-2,6-dideoxy-2-acetamidino-beta-L-galactose",false,informative,1
molecule.C22276,small_molecule,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-idosamine",false,informative,1
molecule.C22277,small_molecule,Dehydro coenzyme F420-0,false,informative,1
molecule.C22297,small_molecule,Enolpyruvoyl-2-diphospho-5'-guanosine,false,informative,1
molecule.C22315,small_molecule,(2R)-2-Hydroxy-4-(methylsulfanyl)butanoate,false,informative,1
molecule.C22316,small_molecule,(2R)-4-(Dimethylsulfaniumyl)-2-hydroxybutanoate,true,informative,1
molecule.C22337,small_molecule,D-Ribulose 1-phosphate,false,informative,1
molecule.C22338,small_molecule,Dihydro-heme d1,false,informative,1
molecule.C22339,small_molecule,Heme d1,false,informative,1
molecule.C22340,small_molecule,Heptaprenylglyceryl phosphate,false,informative,1
molecule.C22341,small_molecule,Heptaprenylglycerol,false,informative,1
molecule.C22342,small_molecule,Diacetylheptaprenylglycerol,false,informative,1
molecule.C22359,small_molecule,S-Methyl-1-thio-D-xylulose 5-phosphate,false,informative,1
molecule.C22383,small_molecule,"(2S)-2,3-Dihydroxypropane-1-sulfonate",false,informative,1
molecule.C22384,small_molecule,3-Oxopropane-1-sulfonate,true,informative,1
molecule.C22395,small_molecule,N6-Succino-2-amino-2'-deoxyadenylate,true,informative,1
molecule.C22397,small_molecule,GDP-N-formyl-alpha-D-perosamine,false,informative,1
molecule.C22438,small_molecule,"3,5-Dehydroshikimate",false,informative,1
molecule.C22441,small_molecule,dZMP,false,informative,1
molecule.C22442,small_molecule,dZDP,false,informative,1
molecule.C22443,small_molecule,dZTP,false,informative,1
molecule.C22444,small_molecule,"5,8-Dihydroxypsoralen",true,informative,1
molecule.C22445,small_molecule,8-Hydroxybergapten,true,informative,1
molecule.C22450,small_molecule,5-Methoxybenzimidazole,true,informative,1
molecule.C22451,small_molecule,5-Methoxy-6-methylbenzimidazole,true,informative,1
molecule.C22452,small_molecule,"6,7,8-Trihydroxycoumarin",true,informative,1
molecule.C22453,small_molecule,trans-Anhydromevalonate 5-phosphate,false,informative,1
molecule.C22458,small_molecule,8-Amino-7-(carboxyamino)nonanoate,true,informative,1
molecule.C22467,small_molecule,Gangliotriaosylceramide-II3 sulfate,true,informative,1
molecule.C22499,small_molecule,8-Hydroxyadenine,false,informative,1
molecule.C22500,small_molecule,"2,8-Dihydroxyadenine",true,informative,1
molecule.C22508,small_molecule,6-Dehydro-D-glucose,true,informative,1
molecule.C22509,small_molecule,"3',5'-Cyclic UMP",false,informative,1
molecule.C22510,small_molecule,4-Deoxy-4-sulfo-D-erythrose,false,informative,1
molecule.C22511,small_molecule,4-Deoxy-4-sulfo-D-erythrulose,false,informative,1
molecule.C22552,small_molecule,Alphitonin,true,informative,1
molecule.C22553,small_molecule,Maesopsin,true,informative,1
molecule.C22556,small_molecule,(R)-Dihydrodaidzein,true,informative,1
molecule.C22557,small_molecule,(S)-Dihydrodaidzein,true,informative,1
molecule.C22558,small_molecule,"(3S,4R)-Tetrahydrodaidzein",true,informative,1
molecule.C22559,small_molecule,O-Desmethylangolensin,true,informative,1
molecule.C22560,small_molecule,6'-Hydroxy-O-desmethylangolensin,true,informative,1
molecule.C22567,small_molecule,3-Hydroxyphloretin,true,informative,1
molecule.C22568,small_molecule,"5,7,8-Trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one",true,informative,1
molecule.C22569,small_molecule,"(2E,4E)-2,4-Dihydroxy-4-[6-(4-hydroxyphenyl)-2,4-dioxodihydro-2H-pyran-3(4H)-ylidene]but-2-enoate",true,informative,1
molecule.C22570,small_molecule,5-(4-Hydroxyphenyl)-3-oxovalero-delta-lactone,true,informative,1
molecule.C22571,small_molecule,5-Hydroxy-5-(4-hydroxyphenyl)-3-oxopentanoate,false,informative,1
molecule.C22572,small_molecule,4-Hydroxy-4-(4-hydroxyphenyl)-butan-2-one,true,informative,1
molecule.C22575,small_molecule,"UDP-2-acetamido-4-amino-2,4,6-trideoxy-D-galactose",false,informative,1
molecule.C22576,small_molecule,UDP-2-acetamido-2-deoxy-L-altruronic acid,false,informative,1
molecule.C22610,small_molecule,(-)-3-exo-Hydroxycamphor,true,informative,1
molecule.C22611,small_molecule,N-Acetyl-D-glutamate,false,informative,1
molecule.C22652,small_molecule,Quillaic acid 3-O-beta-D-glucuronide,true,informative,1
molecule.C22653,small_molecule,"Quillaic acid 3-O-beta-D-galactosyl-1,2-beta-D-glucuronide",true,informative,1
molecule.C22654,small_molecule,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide",true,informative,1
molecule.C22655,small_molecule,"Quillaic acid 3-O-alpha-L-rhamnosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide",true,informative,1
molecule.C22656,small_molecule,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-fucoside",true,informative,1
molecule.C22657,small_molecule,"Quillaic acid 3-O-alpha-L-rhamnosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-fucoside",true,informative,1
molecule.C22658,small_molecule,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-alpha-L-rhamnosyl-1,2-beta-D-fucoside",true,informative,1
molecule.C22659,small_molecule,"Quillaic acid 3-O-alpha-L-rhamnosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-alpha-L-rhamnosyl-1,2-beta-D-fucoside",true,informative,1
molecule.C22660,small_molecule,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-xylosyl-1,4-alpha-L-rhamnosyl-1,2-beta-D-fucoside",true,informative,1
molecule.C22661,small_molecule,"Quillaic acid 3-O-alpha-L-rhamnosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-xylosyl-1,4-alpha-L-rhamnosyl-1,2-beta-D-fucoside",true,informative,1
molecule.C22662,small_molecule,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-xylosyl-1,3-beta-D-xylosyl-1,4-alpha-L-rhamnosyl-1,2-beta-D-fucoside",true,informative,1
molecule.C22663,small_molecule,"Quillaic acid 3-O-alpha-L-rhamnosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-xylosyl-1,3-beta-D-xylosyl-1,4-alpha-L-rhamnosyl-1,2-beta-D-fucoside",true,informative,1
molecule.C22664,small_molecule,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-apiosyl-1,3-beta-D-xylosyl-1,4-alpha-L-rhamnosyl-1,2-beta-D-fucoside",true,informative,1
molecule.C22665,small_molecule,"Quillaic acid 3-O-alpha-L-rhamnosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-apiosyl-1,3-beta-D-xylosyl-1,4-alpha-L-rhamnosyl-1,2-beta-D-fucoside",true,informative,1
molecule.C22666,small_molecule,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide 28-O-beta-D-apiosyl-1,3-beta-D-xylosyl-1,4-(beta-D-glucosyl-1,3)-alpha-L-rhamnosyl-1,2-(alpha-L-rhamnosyl-1,3)-4-O-acetyl-beta-D-fucoside",true,informative,1
molecule.C22667,small_molecule,4-Carboxy-1-hydroxybutyryl-ThPP,false,informative,1
molecule.C22696,small_molecule,(1R)-(2-Amino-1-hydroxyethyl)phosphonate,true,informative,1
molecule.C22712,small_molecule,4-Deoxy-L-threo-hex-4-enopyranuronate,false,informative,1
molecule.C22834,small_molecule,Protein-trisulfide,false,informative,1
molecule.C22855,small_molecule,Glucose monomycolate,false,informative,1
molecule.C22857,small_molecule,Very-long-chain alpha-carboxyacyl-CoA,false,informative,1
molecule.C22858,small_molecule,Long-chain 3-oxoacyl-[acyl-carrier protein],false,informative,1
molecule.C22859,small_molecule,Long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein],false,informative,1
molecule.C22860,small_molecule,Long-chain trans-2-enoyl-[acyl-carrier protein],false,informative,1
molecule.C22861,small_molecule,Very-long-chain acyl-[acyl-carrier protein],false,informative,1
molecule.C22862,small_molecule,Very-long-chain 3-oxoacyl-[acyl-carrier protein],false,informative,1
molecule.C22863,small_molecule,Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein],false,informative,1
molecule.C22864,small_molecule,Very-long-chain trans-2-enoyl-[acyl-carrier protein],false,informative,1
molecule.C22865,small_molecule,Ultra-long-chain mono-unsaturated acyl-[acyl-carrier protein],false,informative,1
molecule.C22866,small_molecule,Ultra-long-chain mono-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein],false,informative,1
molecule.C22867,small_molecule,Ultra-long-chain mono-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein],false,informative,1
molecule.C22868,small_molecule,Ultra-long-chain mono-unsaturated trans-2-enoyl-[acyl-carrier protein],false,informative,1
molecule.C22869,small_molecule,Ultra-long-chain di-unsaturated acyl-[acyl-carrier protein],false,informative,1
molecule.C22870,small_molecule,Ultra-long-chain di-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein],false,informative,1
molecule.C22871,small_molecule,Ultra-long-chain di-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein],false,informative,1
molecule.C22872,small_molecule,Ultra-long-chain di-unsaturated trans-2-enoyl-[acyl-carrier protein],false,informative,1
molecule.C22873,small_molecule,Meromycolic acid,false,informative,1
molecule.C22874,small_molecule,Meromycoloyl-[acp Pks13],false,informative,1
molecule.C22875,small_molecule,Trehalose mycolic-beta-ketoester,true,informative,1
molecule.C22876,small_molecule,Trehalose monomycolate,false,informative,1
molecule.C22877,small_molecule,Trehalose dimycolate,true,informative,1
molecule.C22878,small_molecule,Mycolic acid,true,informative,1
molecule.C22879,small_molecule,mAGP,true,informative,1
molecule.C22880,small_molecule,[Methionine synthase]-cob(I)alamin,false,informative,1
molecule.C22885,small_molecule,cis-4-Hydroxycyclohexane-1-carboxylate,true,informative,1
molecule.C22886,small_molecule,N1-[(S)-3-amino-3-carboxypropyl]agmatine,true,informative,1
molecule.C22887,small_molecule,4-Oxocyclohex-2-ene-1-carboxylate,false,informative,1
molecule.C22920,small_molecule,"4-Oxocyclohex-2,5-dienecarboxylate",false,informative,1
molecule.C22938,small_molecule,UDP-N-acetyl-alpha-D-xylosamine,false,informative,1
molecule.C22946,small_molecule,"(2R,3R,5R)-2-(S-Pantetheinyl)-carbapenam-3-carboxylate",true,informative,1
molecule.C22947,small_molecule,"(2R,3R,5S,6R)-6-(Methyl)-2-(S-pantetheinyl)-carbapenam-3-carboxylate",true,informative,1
molecule.C22948,small_molecule,"(2R,3R,5S,6R)-6-(Ethyl)-2-(S-pantetheinyl)-carbapenam-3-carboxylate",true,informative,1
molecule.C22973,small_molecule,UDP-yelosamine,false,informative,1
molecule.C23001,small_molecule,3-Aminopropyl(dimethyl)sulfanium,true,informative,1
molecule.C23002,small_molecule,3-Dimethylsulfoniopropionaldehyde,false,informative,1
molecule.C23003,small_molecule,"3-[(3aS,4S,5R,7aS)-5-Hydroxy-7a-methyl-1-oxooctahydro-1H-inden-4-yl]propanoyl-CoA",false,informative,1
molecule.C23004,small_molecule,"(2E)-3-[(3aS,4S,5R,7aS)-5-Hydroxy-7a-methyl-1-oxooctahydro-1H-inden-4-yl]prop-2-enoyl-CoA",false,informative,1
molecule.C23005,small_molecule,"3-[(3aS,4S,5R,7aS)-5-Hydroxy-7a-methyl-1-oxooctahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA",false,informative,1
molecule.C23006,small_molecule,"3-[(3aS,4S,5R,7aS)-5-Hydroxy-7a-methyl-1-oxooctahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA",false,informative,1
molecule.C23007,small_molecule,"(3aS,4S,5R,7aS)-5-Hydroxy-7a-methyl-1-oxooctahydro-1H-indene-4-carboxyl-CoA",false,informative,1
molecule.C23009,small_molecule,"(7aS)-7a-Methyl-1,5-dioxo-2,3,5,6,7,7a-hexahydro-1H-indene-4-carboxyl-CoA",false,informative,1
molecule.C23010,small_molecule,"3-Oxocholest-4,24-dien-26-oyl-CoA",true,informative,1
molecule.C23011,small_molecule,(25R)-3-Oxocholest-4-en-26-oyl-CoA,true,informative,1
molecule.C23012,small_molecule,24-Hydroxy-3-oxocholest-4-en-26-oyl-CoA,true,informative,1
molecule.C23013,small_molecule,"3,24-Dioxocholest-4-en-26-oyl-CoA",true,informative,1
molecule.C23014,small_molecule,"3-Oxochol-4,22-dien-24-oyl-CoA",true,informative,1
molecule.C23015,small_molecule,(22S)-Hydroxy-3-oxochol-4-en-24-oyl-CoA,true,informative,1
molecule.C23016,small_molecule,"3,22-Dioxochol-4-en-24-oyl-CoA",true,informative,1
molecule.C23017,small_molecule,3-Oxopregnene-20-carboxyl-CoA,true,informative,1
molecule.C23018,small_molecule,"3-Oxo-4,17-pregnadiene-20-carboxyl-CoA",true,informative,1
molecule.C23019,small_molecule,17-Hydroxy-3-oxo-4-pregnene-20-carboxyl-CoA,true,informative,1
molecule.C23020,small_molecule,(3R)-2-(2-carboxyethyl)-3-methyl-6-oxocyclohex-1-ene-1-carboxyl-CoA,false,informative,1
molecule.C23021,small_molecule,"9-Carboxy-6-methyl-3,7-dioxononanoyl-CoA",false,informative,1
molecule.C23022,small_molecule,7-Carboxy-4-methyl-5-oxoheptanoyl-CoA,false,informative,1
molecule.C23023,small_molecule,(2E)-7-Carboxy-4-methyl-5-oxohept-2-enoyl-CoA,false,informative,1
molecule.C23024,small_molecule,7-Carboxy-3-hydroxy-4-methyl-5-oxoheptanoyl-CoA,false,informative,1
molecule.C23025,small_molecule,"7-Carboxy-4-methyl-3,5-dioxoheptanoyl-CoA",false,informative,1
molecule.C23026,small_molecule,5-Carboxy-2-methyl-3-oxopentanoyl-CoA,false,informative,1
molecule.C23042,small_molecule,Atromentin,true,informative,1
molecule.C23049,small_molecule,Polyporic acid,true,informative,1
molecule.C23064,small_molecule,Didemethylasterriquinone D,true,informative,1
molecule.C23072,small_molecule,Oxidized ceramide,true,informative,1
molecule.C23073,small_molecule,C23073,true,informative,1
molecule.C23074,small_molecule,4-Hydroxylaminobenzoate,true,informative,1
molecule.C23079,small_molecule,3-Hydroxypropane-1-sulfonate,true,informative,1
molecule.C23080,small_molecule,3-Sulfopropionyl-CoA,false,informative,1
molecule.C23081,small_molecule,3-Sulfopropionate,false,informative,1
molecule.C23082,small_molecule,2-Oxo-3-hydroxypropane-1-sulfonate,false,informative,1
molecule.C23111,small_molecule,"2-Dehydro-3,6-dideoxy-6-sulfo-D-galactonate",false,informative,1
molecule.C23112,small_molecule,6-Deoxy-6-sulfo-D-galactonate,false,informative,1
molecule.C23114,small_molecule,Sulfofucose,true,informative,1
molecule.C23115,small_molecule,"6-Deoxy-6-sulfo-D-galactono-1,5-lactone",true,informative,1
molecule.C23116,small_molecule,Ascocorynin,true,informative,1
molecule.C23135,small_molecule,"(2S,3S)-2-Acetamido-3-hydroxy-4-aminobutyrate",false,informative,1
molecule.C23136,small_molecule,4-Amino-L-allothreonine,true,informative,1
molecule.C23137,small_molecule,"5-(6-Hydroxypyridin-3-yl)-1-methyl-3,4-dihydro-2H-pyrrol-1-ium",true,informative,1
reaction.R00004,reaction,diphosphate phosphohydrolase;,false,informative,1
reaction.R00006,reaction,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (R00006 #2),false,informative,1
reaction.R00009,reaction,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,false,informative,1
reaction.R00010,reaction,"alpha,alpha-trehalose glucohydrolase",false,informative,1
reaction.R00013,reaction,glyoxylate carboxy-lyase (dimerizing; tartronate-semialdehyde-forming),false,informative,1
reaction.R00014,reaction,pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating) (R00014 #2),false,informative,1
reaction.R00017,reaction,ferrocytochrome-c:hydrogen-peroxide oxidoreductase,false,informative,1
reaction.R00022,reaction,chitobiose N-acetylglucosaminohydrolase,false,informative,1
reaction.R00026,reaction,cellobiose glucohydrolase (R00026 #2),false,informative,1
reaction.R00028,reaction,maltose glucohydrolase,false,informative,1
reaction.R00034,reaction,cyclobutadipyrimidine (in DNA) pyrimidine-lyase,false,informative,1
reaction.R00036,reaction,5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming),false,informative,1
reaction.R00066,reaction,"6,7-dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase",false,informative,1
reaction.R00078,reaction,Fe(II):oxygen oxidoreductase;,false,informative,1
reaction.R00084,reaction,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing);,false,informative,1
reaction.R00086,reaction,ATP phosphohydrolase,false,informative,1
reaction.R00087,reaction,ATP diphosphohydrolase (diphosphate-forming);,false,informative,1
reaction.R00089,reaction,"ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)",false,informative,1
reaction.R00094,reaction,glutathione:NAD+ oxidoreductase,false,informative,1
reaction.R00103,reaction,NAD+ phosphohydrolase,false,informative,1
reaction.R00104,reaction,ATP:NAD+ 2'-phosphotransferase,false,informative,1
reaction.R00112,reaction,NADPH:NAD+ oxidoreductase,false,informative,1
reaction.R00114,reaction,L-glutamate:NADP+ oxidoreductase (transaminating),false,informative,1
reaction.R00115,reaction,glutathione:NADP+ oxidoreductase,false,informative,1
reaction.R00124,reaction,ATP:ADP phosphatransferase,false,informative,1
reaction.R00125,reaction,"P1,P4-bis(5'-adenosyl)-tetraphosphate nucleotidebisphosphohydrolase",false,informative,1
reaction.R00127,reaction,ATP:AMP phosphotransferase,false,informative,1
reaction.R00130,reaction,ATP:dephospho-CoA 3'-phosphotransferase,false,informative,1
reaction.R00132,reaction,carbonate hydro-lyase (carbon-dioxide-forming);,false,informative,1
reaction.R00137,reaction,ATP:nicotinamide-nucleotide adenylyltransferase,false,informative,1
reaction.R00138,reaction,triphosphate phosphohydrolase,false,informative,1
reaction.R00139,reaction,ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase,false,informative,1
reaction.R00143,reaction,ammonia:NAD+ oxidoreductase;,false,informative,1
reaction.R00145,reaction,alpha-amino acid:NAD+ oxidoreductase (deaminating),false,informative,1
reaction.R00146,reaction,alpha-amino acid:NADP+ oxidoreductase (deaminating),false,informative,1
reaction.R00150,reaction,ATP:carbamate phosphotransferase,false,informative,1
reaction.R00156,reaction,ATP:UDP phosphotransferase,false,informative,1
reaction.R00158,reaction,ATP:UMP phosphotransferase,false,informative,1
reaction.R00160,reaction,FAD nucleotidohydrolase,false,informative,1
reaction.R00161,reaction,ATP:FMN adenylyltransferase,false,informative,1
reaction.R00162,reaction,ATP:protein phosphotransferase;,false,informative,1
reaction.R00164,reaction,phosphoprotein phosphohydrolase,false,informative,1
reaction.R00173,reaction,pyridoxal-5'-phosphate phosphohydrolase,false,informative,1
reaction.R00174,reaction,ATP:pyridoxal 5'-phosphotransferase,false,informative,1
reaction.R00177,reaction,ATP:L-methionine S-adenosyltransferase,false,informative,1
reaction.R00178,reaction,S-adenosyl-L-methionine carboxy-lyase [S-adenosyl 3-(methylsulfanyl)propylamine-forming],false,informative,1
reaction.R00182,reaction,AMP phosphoribohydrolase,false,informative,1
reaction.R00183,reaction,adenosine 5'-monophosphate phosphohydrolase,false,informative,1
reaction.R00188,reaction,"adenosine-3',5'-bisphosphate 3'-phosphohydrolase",false,informative,1
reaction.R00189,reaction,deamido-NAD+:ammonia ligase (AMP-forming),false,informative,1
reaction.R00190,reaction,AMP:diphosphate phospho-D-ribosyltransferase,false,informative,1
reaction.R00191,reaction,"adenosine 3',5'-phosphate 5'-nucleotidohydrolase",false,informative,1
reaction.R00194,reaction,S-adenosyl-L-homocysteine homocysteinylribohydrolase,false,informative,1
reaction.R00195,reaction,"2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)",false,informative,1
reaction.R00196,reaction,(S)-lactate:ferricytochrome-c 2-oxidoreductase,false,informative,1
reaction.R00199,reaction,"ATP:pyruvate,water phosphotransferase",false,informative,1
reaction.R00200,reaction,ATP:pyruvate 2-O-phosphotransferase,false,informative,1
reaction.R00203,reaction,pyruvaldehyde:NAD+ oxidoreductase;,false,informative,1
reaction.R00212,reaction,acetyl-CoA:formate C-acetyltransferase,false,informative,1
reaction.R00214,reaction,(S)-malate:NAD+ oxidoreductase (decarboxylating),false,informative,1
reaction.R00215,reaction,(R)-malate:NAD+ oxidoreductase (decarboxylating),false,informative,1
reaction.R00216,reaction,(S)-malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),false,informative,1
reaction.R00217,reaction,oxaloacetate carboxy-lyase (pyruvate-forming),false,informative,1
reaction.R00220,reaction,L-serine ammonia-lyase,false,informative,1
reaction.R00221,reaction,D-serine ammonia-lyase,false,informative,1
reaction.R00223,reaction,serine ammonia-lyase (pyruvate-forming),false,informative,1
reaction.R00226,reaction,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (R00226 #3),false,informative,1
reaction.R00228,reaction,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),false,informative,1
reaction.R00230,reaction,acetyl-CoA:phosphate acetyltransferase,false,informative,1
reaction.R00235,reaction,acetate:CoA ligase (AMP-forming),false,informative,1
reaction.R00236,reaction,acetyl adenylate:CoA acetyltransferase,false,informative,1
reaction.R00238,reaction,acetyl-CoA:acetyl-CoA C-acetyltransferase,false,informative,1
reaction.R00239,reaction,ATP:L-glutamate 5-phosphotransferase,false,informative,1
reaction.R00245,reaction,L-glutamate gamma-semialdehyde:NAD+ oxidoreductase,false,informative,1
reaction.R00248,reaction,L-glutamate:NADP+ oxidoreductase (deaminating),false,informative,1
reaction.R00251,reaction,5-oxo-L-proline amidohydrolase (ATP-hydrolysing),false,informative,1
reaction.R00253,reaction,L-glutamate:ammonia ligase (ADP-forming),false,informative,1
reaction.R00256,reaction,L-glutamine amidohydrolase,false,informative,1
reaction.R00258,reaction,L-alanine:2-oxoglutarate aminotransferase,false,informative,1
reaction.R00259,reaction,acetyl-CoA:L-glutamate N-acetyltransferase,false,informative,1
