# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) Gene identifier assigned by RegulonDB
## (2) Gene name
## (3) Blattner number (bnumber) of the gene
## (4) Gene left end position in the genome
## (5) Gene right end position in the genome
## (6) DNA strand where the gene is coded
## (7) Product Id of the gene
## (8) Product name of the gene
## (9) Evidence that supports the existence of the gene
## (10) PMIDs list
## (11) Evidence confidence level (Confirmed, Strong, Weak)
## (12) All bnumber related to gene
## (13) Other database's id  related to gene
1)geneId	2)geneName	3)bnumber	4)leftEndPos	5)rightEndPos	6)strand	7)productId	8)productName	9)geneEvidences	10)genePMIDS	11)confidenceLevel	12)relatedBnumbers	13)otherDbsIds 
RDBECOLIGNC01390	tktA	b2935	3079644	3081635	reverse	RDBECOLIPDC04372	transketolase 1			None		[ASKA:ECK2930+b2935+JW5478+tktA][KEIO:ECK2930+b2935+JW5478+tktA][MIM:617044][STRING:511145.b2935][ASAP:ABE-0009625][ECHOBASE:EB1397][OU-MICROARRAY:b2935][CGSC:103][ECOCYC:EG11427][REFSEQ:b2935] 
RDBECOLIGNC01391	sthA	b3962	4159390	4160790	reverse	RDBECOLIPDC04396	soluble pyridine nucleotide transhydrogenase			None		[ASKA:ECK3954+b3962+JW5551+sthA][KEIO:ECK3954+b3962+JW5551+sthA][STRING:511145.b3962][ASAP:ABE-0012975][ECHOBASE:EB1398][OU-MICROARRAY:b3962][ECOCYC:EG11428][REFSEQ:b3962] 
RDBECOLIGNC01392	yjaZ	b3989	4189786	4190325	forward	RDBECOLIPDC01020	protein YjaZ			None		[ASKA:ECK3980+b3989+JW3952+yjaZ][KEIO:ECK3980+b3989+JW3952+htrC][STRING:511145.b3989][ASAP:ABE-0013046][ECHOBASE:EB1399][OU-MICROARRAY:b3989][CGSC:34265][ECOCYC:EG11429][REFSEQ:b3989] 
RDBECOLIGNC01393	roxA	b1128	1187119	1188240	reverse	RDBECOLIPDC01021	50S ribosomal protein L16-arginine 3-hydroxylase			None		[ASKA:ECK1114+b1128+JW1114+ycfD][KEIO:ECK1114+b1128+JW1114+ycfD][STRING:511145.b1128][ASAP:ABE-0003802][ECHOBASE:EB1400][OU-MICROARRAY:b1128][ECOCYC:EG11430][REFSEQ:b1128] 
RDBECOLIGNC01394	yfeC	b2398	2518467	2518811	forward	RDBECOLIPDC01022	DNA-binding transcriptional dual regulator YfeC			None		[ASKA:ECK2392+b2398+JW2393+yfeC][KEIO:ECK2392+b2398+JW2393+yfeC][STRING:511145.b2398][ASAP:ABE-0007907][ECHOBASE:EB1401][OU-MICROARRAY:b2398][ECOCYC:EG11431][REFSEQ:b2398] 
RDBECOLIGNC01395	yfeD	b2399	2518813	2519205	forward	RDBECOLIPDC01023	putative DNA-binding transcriptional regulator YfeD			None		[ASKA:ECK2393+b2399+JW2394+yfeD][KEIO:ECK2393+b2399+JW2394+yfeD][STRING:511145.b2399][ASAP:ABE-0007909][ECHOBASE:EB1402][OU-MICROARRAY:b2399][ECOCYC:EG11432][REFSEQ:b2399] 
RDBECOLIGNC01396	msrA	b4219	4441538	4442176	reverse	RDBECOLIPDC01024	methionine sulfoxide reductase A			None		[ASKA:ECK4215+b4219+JW4178+msrA][KEIO:ECK4215+b4219+JW4178+msrA][STRING:511145.b4219][ASAP:ABE-0013804][ECHOBASE:EB1403][OU-MICROARRAY:b4219][CGSC:34400][ECOCYC:EG11433][REFSEQ:b4219] 
RDBECOLIGNC01397	marA	b1531	1619574	1619957	forward	RDBECOLIPDC03964	DNA-binding transcriptional dual regulator MarA			None		[ASKA:ECK1524+b1531+JW5249+marA][KEIO:ECK1524+b1531+JW5249+marA][STRING:511145.b1531][ASAP:ABE-0005112][ECHOBASE:EB1404][OU-MICROARRAY:b1531][CGSC:18172][ECOCYC:EG11434][REFSEQ:b1531] 
RDBECOLIGNC01398	marR	b1530	1619120	1619554	forward	RDBECOLIPDC03963	DNA-binding transcriptional repressor MarR			None		[ASKA:ECK1523+b1530+JW5248+marR][KEIO:ECK1523+b1530+JW5248+marR][STRING:511145.b1530][ASAP:ABE-0005110][ECHOBASE:EB1405][OU-MICROARRAY:b1530][CGSC:30935][ECOCYC:EG11435][REFSEQ:b1530] 
RDBECOLIGNC01399	ahr	b4269	4495190	4496209	reverse	RDBECOLIPDC01025	NADPH-dependent aldehyde reductase Ahr			None		[ASKA:ECK4262+b4269+JW5761+yjgB][KEIO:ECK4262+b4269+JW5761+yjgB][STRING:511145.b4269][ASAP:ABE-0013982][ECHOBASE:EB1406][OU-MICROARRAY:b4269][ECOCYC:EG11436][REFSEQ:b4269] 
RDBECOLIGNC01400	plsX	b1090	1147621	1148691	forward	RDBECOLIPDC01026	putative phosphate acyltransferase			None		[ASKA:ECK1076+b1090+JW5156+plsX][KEIO:ECK1076+b1090+JW5156+plsX][STRING:511145.b1090][ASAP:ABE-0003692][ECHOBASE:EB1407][OU-MICROARRAY:b1090][CGSC:18046][ECOCYC:EG11437][REFSEQ:b1090] 
RDBECOLIGNC01401	yceF	b1087	1146011	1146595	reverse	RDBECOLIPDC01027	m<sup>7</sup>GTP pyrophosphatase			None		[ASKA:ECK1072+b1087+JW5155+yceF][KEIO:ECK1072+b1087+JW5155+yceF][STRING:511145.b1087][ASAP:ABE-0003678][ECHOBASE:EB1408][OU-MICROARRAY:b1087][ECOCYC:EG11438][REFSEQ:b1087] 
RDBECOLIGNC01402	emrB	b2686	2812616	2814154	forward	RDBECOLIPDC01685	multidrug efflux pump membrane subunit EmrB			None		[ASKA:ECK2680+b2686+JW2661+emrB][KEIO:ECK2680+b2686+JW2661+emrB][STRING:511145.b2686][ASAP:ABE-0008840][ECHOBASE:EB1409][OU-MICROARRAY:b2686][CGSC:33262][ECOCYC:EG11439][REFSEQ:b2686] 
RDBECOLIGNC01403	def	b3287	3433690	3434199	forward	RDBECOLIPDC01028	peptide deformylase			None		[ASKA:ECK3273+b3287+JW3248+def][STRING:511145.b3287][ASAP:ABE-0010779][ECHOBASE:EB1410][OU-MICROARRAY:b3287][CGSC:33619][ECOCYC:EG11440][REFSEQ:b3287] 
RDBECOLIGNC01404	prlC	b3498	3643140	3645182	reverse	RDBECOLIPDC01029	oligopeptidase A			None		[ASKA:ECK3483+b3498+JW3465+prlC][KEIO:ECK3483+b3498+JW3465+prlC][STRING:511145.b3498][ASAP:ABE-0011421][ECHOBASE:EB1411][OU-MICROARRAY:b3498][CGSC:18031][ECOCYC:EG11441][REFSEQ:b3498] 
RDBECOLIGNC01405	gcvT	b2905	3049573	3050667	reverse	RDBECOLIPDC03278	aminomethyltransferase			None		[ASKA:ECK2900+b2905+JW2873+gcvT][KEIO:ECK2900+b2905+JW2873+gcvT][MIM:605899][STRING:511145.b2905][NCBI-GENE:947390][ASAP:ABE-0009536][ECHOBASE:EB1412][OU-MICROARRAY:b2905][CGSC:28667][ECOCYC:EG11442][REFSEQ:b2905] 
RDBECOLIGNC01406	rpiA	b2914	3058666	3059325	reverse	RDBECOLIPDC04123	ribose-5-phosphate isomerase A			None		[ASKA:ECK2910+b2914+JW5475+rpiA][KEIO:ECK2910+b2914+JW5475+rpiA][MIM:608611][STRING:511145.b2914][ASAP:ABE-0009567][ECHOBASE:EB1413][OU-MICROARRAY:b2914][CGSC:264][ECOCYC:EG11443][REFSEQ:b2914] 
RDBECOLIGNC01407	scpA	b2917	3060850	3062994	forward	RDBECOLIPDC03495	methylmalonyl-CoA mutase			None		[ASKA:ECK2913+b2917+JW2884+scpA][KEIO:ECK2913+b2917+JW2884+yliK][MIM:251000][STRING:511145.b2917][ASAP:ABE-0009577][ECHOBASE:EB1414][OU-MICROARRAY:b2917][ECOCYC:EG11444][REFSEQ:b2917] 
RDBECOLIGNC01408	argK	b2918	3062987	3063982	forward	RDBECOLIPDC01030	methylmalonyl-CoA mutase-interacting GTPase YgfD			None		[ASKA:ECK2914+b2918+JW2885+argK][KEIO:ECK2914+b2918+JW2885+argK][MIM:251100][STRING:511145.b2918][ASAP:ABE-0009579][ECHOBASE:EB1415][OU-MICROARRAY:b2918][ECOCYC:EG11445][REFSEQ:b2918] 
RDBECOLIGNC01409	csrA	b2696	2818961	2819146	reverse	RDBECOLIPDC01031	carbon storage regulator		8366066|8393005	None		[ASKA:ECK2691+b2696+JW2666+csrA][STRING:511145.b2696][ASAP:ABE-0008866][ECHOBASE:EB1416][OU-MICROARRAY:b2696][CGSC:34504][ECOCYC:EG11447][REFSEQ:b2696] 
RDBECOLIGNC01410	acs	b4069	4285413	4287371	reverse	RDBECOLIPDC00036	acetyl-CoA synthetase (AMP-forming)			None		[ASKA:ECK4062+b4069+JW4030+acs][KEIO:ECK4062+b4069+JW4030+acs][STRING:511145.b4069][ASAP:ABE-0013337][ECHOBASE:EB1417][OU-MICROARRAY:b4069][CGSC:34317][ECOCYC:EG11448][REFSEQ:b4069] 
RDBECOLIGNC01411	hdfR	b4480	3947128	3947967	reverse	RDBECOLIPDC01032	DNA-binding transcriptional dual regulator HdfR			None	b3762|b3763	[ASKA:b3763+b3762+b4480+hdfR][KEIO:ECK3756+b4480+JW5607+hdfR][STRING:511145.b4480][ASAP:ABE-0174109][ECHOBASE:EB1418][OU-MICROARRAY:b3763][ECOCYC:EG11449][REFSEQ:b4480] 
RDBECOLIGNC01412	maoP	b3764	3948086	3948424	forward	RDBECOLIPDC01033	macrodomain Ori protein			None		[ASKA:ECK3757+b3764+JW3737+yifE][KEIO:ECK3757+b3764+JW3737+yifE][STRING:511145.b3764][ASAP:ABE-0012298][ECHOBASE:EB1419][OU-MICROARRAY:b3764][ECOCYC:EG11450][REFSEQ:b3764] 
RDBECOLIGNC01413	wecB	b3786	3970133	3971263	forward	RDBECOLIPDC04403	UDP-<i>N</i>-acetylglucosamine 2-epimerase			None		[ASKA:ECK3778+b3786+JW5600+wecB][KEIO:ECK3778+b3786+JW5600+rffE][STRING:511145.b3786][ASAP:ABE-0012372][ECHOBASE:EB1420][OU-MICROARRAY:b3786][CGSC:33915][ECOCYC:EG11451][REFSEQ:b3786] 
RDBECOLIGNC01414	wecC	b3787	3971260	3972522	forward	RDBECOLIPDC04407	UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase			None		[ASKA:ECK3779+b3787+JW5599+wecC][KEIO:ECK3779+b3787+JW5599+rffD][STRING:511145.b3787][ASAP:ABE-0012374][ECHOBASE:EB1421][OU-MICROARRAY:b3787][CGSC:293][ECOCYC:EG11452][REFSEQ:b3787] 
RDBECOLIGNC01415	rffG	b3788	3972522	3973589	forward	RDBECOLIPDC00362	dTDP-glucose 4,6-dehydratase 2			None		[ASKA:ECK3780+b3788+JW5598+rffG][KEIO:ECK3780+b3788+JW5598+rffG][STRING:511145.b3788][ASAP:ABE-0012376][ECHOBASE:EB1422][OU-MICROARRAY:b3788][CGSC:33925][ECOCYC:EG11453][REFSEQ:b3788] 
RDBECOLIGNC01416	rffH	b3789	3973608	3974489	forward	RDBECOLIPDC00364	glucose-1-phosphate thymidylyltransferase 2			None		[ASKA:ECK3781+b3789+JW3763+rffH][KEIO:ECK3781+b3789+JW3763+rffH][MIM:615352][STRING:511145.b3789][ASAP:ABE-0012379][ECHOBASE:EB1423][OU-MICROARRAY:b3789][ECOCYC:EG11454][REFSEQ:b3789] 
RDBECOLIGNC01417	rffC	b3790	3974467	3975141	forward	RDBECOLIPDC04340	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase			None		[ASKA:ECK3782+b3790+JW5597+wecD][KEIO:ECK3782+b3790+JW5597+rffC][STRING:511145.b3790][ASAP:ABE-0012382][ECHOBASE:EB1424][OU-MICROARRAY:b3790][ECOCYC:EG11455][REFSEQ:b3790] 
RDBECOLIGNC01418	wecE	b3791	3975146	3976276	forward	RDBECOLIPDC04116	dTDP-4-dehydro-6-deoxy-D-glucose transaminase			None		[ASKA:ECK3783+b3791+JW3765+wecE][KEIO:ECK3783+b3791+JW3765+rffA][STRING:511145.b3791][ASAP:ABE-0012384][ECHOBASE:EB1425][OU-MICROARRAY:b3791][ECOCYC:EG11456][REFSEQ:b3791] 
RDBECOLIGNC01419	wzyE	b3793	3978601	3979953	forward	RDBECOLIPDC01766	enterobacterial common antigen polymerase			None		[ASKA:ECK3786+b3793+JW3769+wzyE][STRING:511145.b3793][ASAP:ABE-0012392][ECHOBASE:EB1426][OU-MICROARRAY:b3793][CGSC:33930][ECOCYC:EG11457][REFSEQ:b3793] 
RDBECOLIGNC01420	rffM	b3794	3979956	3980696	forward	RDBECOLIPDC04406	UDP-N-acetyl-D-mannosaminuronic acid transferase			None		[ASKA:ECK3787+b3794+JW3770+wecG][KEIO:ECK3787+b3794+JW3770+rffM][STRING:511145.b3794][ASAP:ABE-0012394][ECHOBASE:EB1427][OU-MICROARRAY:b3794][CGSC:33948][ECOCYC:EG11458][REFSEQ:b3794] 
RDBECOLIGNC01421	thrP	b3795	3980887	3982272	forward	RDBECOLIPDC04540	threonine/serine:H<sup>+</sup> symporter ThrP			None		[ASKA:ECK3788+b3795+JW5595+yifK][KEIO:ECK3788+b3795+JW5595+yifK][STRING:511145.b3795][ASAP:ABE-0012397][ECHOBASE:EB1428][OU-MICROARRAY:b3795][ECOCYC:EG11459][REFSEQ:b3795] 
RDBECOLIGNC01422	narQ	b2469	2585731	2587431	forward	RDBECOLIPDC03862	sensor histidine kinase NarQ			None		[ASKA:ECK2464+b2469+JW2453+narQ][KEIO:ECK2464+b2469+JW2453+narQ][STRING:511145.b2469][ASAP:ABE-0008132][ECHOBASE:EB1429][OU-MICROARRAY:b2469][CGSC:36333][ECOCYC:EG11460][REFSEQ:b2469] 
RDBECOLIGNC01423	yigE	b4482	4000292	4001056	reverse	RDBECOLIPDC01034	DUF2233 domain-containing protein YigE			None	b3815|b3814	[ASKA:b3815+b3814+b4482+yigE][KEIO:ECK3809+b4482+JW5591+yigE][STRING:511145.b4482][ASAP:ABE-0174110][ECHOBASE:EB1430][OU-MICROARRAY:b3815][ECOCYC:EG11462][REFSEQ:b4482] 
RDBECOLIGNC01424	corA	b3816	4001426	4002376	forward	RDBECOLIPDC00266	Ni(2+)/Co(2+)/Mg(2+) transporter			None		[ASKA:ECK3810+b3816+JW3789+corA][KEIO:ECK3810+b3816+JW3789+corA][STRING:511145.b3816][ASAP:ABE-0012464][ECHOBASE:EB1431][OU-MICROARRAY:b3816][CGSC:911][ECOCYC:EG11463][REFSEQ:b3816] 
RDBECOLIGNC01425	yigF	b3817	4002419	4002799	reverse	RDBECOLIPDC01035	DUF2628 domain-containing protein YigF			None		[ASKA:ECK3811+b3817+JW3790+yigF][KEIO:ECK3811+b3817+JW3790+yigF][STRING:511145.b3817][ASAP:ABE-0012466][ECHOBASE:EB1432][OU-MICROARRAY:b3817][ECOCYC:EG11464][REFSEQ:b3817] 
RDBECOLIGNC01426	yigG	b3818	4002813	4003193	reverse	RDBECOLIPDC01036	inner membrane protein YigG			None		[ASKA:ECK3812+b3818+JW5590+yigG][KEIO:ECK3812+b3818+JW5590+yigG][STRING:511145.b3818][ASAP:ABE-0012468][ECHOBASE:EB1433][OU-MICROARRAY:b3818][ECOCYC:EG11465][REFSEQ:b3818] 
RDBECOLIGNC01427	rarD	b3819	4003288	4004178	reverse	RDBECOLIPDC01037	putative transporter RarD			None		[ASKA:ECK3813+b3819+JW5589+rarD][KEIO:ECK3813+b3819+JW5589+rarD][STRING:511145.b3819][ASAP:ABE-0012472][ECHOBASE:EB1434][OU-MICROARRAY:b3819][ECOCYC:EG11466][REFSEQ:b3819] 
RDBECOLIGNC01428	yigI	b3820	4004230	4004697	reverse	RDBECOLIPDC01038	acyl-CoA thioesterase YigI			None		[ASKA:ECK3814+b3820+JW5588+yigI][KEIO:ECK3814+b3820+JW5588+yigI][STRING:511145.b3820][ASAP:ABE-0012474][ECHOBASE:EB1435][OU-MICROARRAY:b3820][ECOCYC:EG11467][REFSEQ:b3820] 
RDBECOLIGNC01429	rhtC	b3823	4007757	4008377	forward	RDBECOLIPDC04122	L-threonine exporter			None		[ASKA:ECK3817+b3823+JW5586+rhtC][KEIO:ECK3817+b3823+JW5586+rhtC][STRING:511145.b3823][ASAP:ABE-0012487][ECHOBASE:EB1436][OU-MICROARRAY:b3823][ECOCYC:EG11468][REFSEQ:b3823] 
RDBECOLIGNC01430	rhtB	b3824	4008439	4009059	reverse	RDBECOLIPDC04121	L-homoserine/L-homoserine lactone/L-threonine exporter			None		[ASKA:ECK3818+b3824+JW5585+rhtB][KEIO:ECK3818+b3824+JW5585+rhtB][STRING:511145.b3824][ASAP:ABE-0012490][ECHOBASE:EB1437][OU-MICROARRAY:b3824][ECOCYC:EG11469][REFSEQ:b3824] 
RDBECOLIGNC01431	yigL	b3826	4010200	4011000	forward	RDBECOLIPDC01039	phosphosugar phosphatase YigL		15942870	None		[ASKA:ECK3820+b3826+JW5854+yigL][KEIO:ECK3820+b3826+JW5854+yigL][STRING:511145.b3826][ASAP:ABE-0012500][ECHOBASE:EB1438][ECOO157CYC:Z5347][OU-MICROARRAY:b3826][ECOCYC:EG11470][REFSEQ:b3826] 
RDBECOLIGNC01432	bioP	b3827	4011076	4011975	forward	RDBECOLIPDC01040	biotin transporter			None		[ASKA:ECK3821+b3827+JW3803+yigM][KEIO:ECK3821+b3827+JW3803+yigM][STRING:511145.b3827][ASAP:ABE-0012504][ECHOBASE:EB1439][OU-MICROARRAY:b3827][ECOCYC:EG11471][REFSEQ:b3827] 
RDBECOLIGNC01433	rmuC	b3832	4017333	4018760	forward	RDBECOLIPDC01041	putative recombination limiting protein RmuC			None		[ASKA:ECK3826+b3832+JW3809+rmuC][KEIO:ECK3826+b3832+JW3809+rmuC][STRING:511145.b3832][ASAP:ABE-0012531][ECHOBASE:EB1440][OU-MICROARRAY:b3832][ECOCYC:EG11472][REFSEQ:b3832] 
RDBECOLIGNC01434	ubiE	b3833	4018855	4019610	forward	RDBECOLIPDC00005	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase			None		[ASKA:ECK3827+b3833+JW5581+ubiE][KEIO:ECK3827+b3833+JW5581+ubiE][STRING:511145.b3833][ASAP:ABE-0012534][ECHOBASE:EB1441][OU-MICROARRAY:b3833][ECOCYC:EG11473][REFSEQ:b3833] 
RDBECOLIGNC01435	ubiJ	b3834	4019624	4020229	forward	RDBECOLIPDC01042	ubiquinone biosynthesis accessory factor UbiJ			None		[ASKA:ECK3828+b3834+JW3811+yigP][STRING:511145.b3834][ASAP:ABE-0012536][ECHOBASE:EB1442][OU-MICROARRAY:b3834][ECOCYC:EG11474][REFSEQ:b3834] 
RDBECOLIGNC01436	ubiB	b3835	4020226	4021866	forward	RDBECOLIPDC00006	ubiquinone biosynthesis protein UbiB			None		[ASKA:ECK3829+b3835+JW3812+ubiB][STRING:511145.b3835][ASAP:ABE-0012539][ECHOBASE:EB1443][OU-MICROARRAY:b3835][ECOCYC:EG11476][REFSEQ:b3835] 
RDBECOLIGNC01437	tatC	b3839	4022736	4023512	forward	RDBECOLIPDC01043	twin arginine protein translocation system - TatC protein			None		[ASKA:b3839+b0079+ECK3832+tatC][KEIO:ECK3832+b3839+JW3815+tatC][STRING:511145.b3839][ASAP:ABE-0012547][ECHOBASE:EB1445][OU-MICROARRAY:b3839][ECOCYC:EG11479][REFSEQ:b3839] 
RDBECOLIGNC01438	tatD	b4483	4023554	4024336	forward	RDBECOLIPDC01044	3' &rarr; 5' ssDNA/RNA  exonuclease TatD			None	b3841|b3840	[KEIO:ECK3833+b4483+JW5931+tatD][STRING:511145.b4483][ASAP:ABE-0174116][ECHOBASE:EB1446][OU-MICROARRAY:b3840][ECOCYC:EG11481][REFSEQ:b4483] 
RDBECOLIGNC01439	yigZ	b3848	4032492	4033106	forward	RDBECOLIPDC01045	colonization factor YigZ			None		[ASKA:ECK3840+b3848+JW5577+yigZ][KEIO:ECK3840+b3848+JW5577+yigZ][STRING:511145.b3848][ASAP:ABE-0012571][ECHOBASE:EB1447][OU-MICROARRAY:b3848][ECOCYC:EG11484][REFSEQ:b3848] 
RDBECOLIGNC01440	hemG	b3850	4034608	4035153	forward	RDBECOLIPDC04077	protoporphyrinogen oxidase			None		[ASKA:ECK3842+b3850+JW3827+hemG][STRING:511145.b3850][ASAP:ABE-0012577][ECHOBASE:EB1448][OU-MICROARRAY:b3850][CGSC:642][ECOCYC:EG11485][REFSEQ:b3850] 
RDBECOLIGNC01441	wzxE	b3792	3976278	3977528	forward	RDBECOLIPDC01046	lipid III<sub>ECA</sub> flippase			None		[ASKA:ECK3784+b3792+JW3766+wzxE][KEIO:ECK3784+b3792+JW3766+wzxE][STRING:511145.b3792][ASAP:ABE-0012386][ECHOBASE:EB1449][OU-MICROARRAY:b3792][ECOCYC:EG11486][REFSEQ:b3792] 
RDBECOLIGNC01442	pdxH	b1638	1717351	1718007	reverse	RDBECOLIPDC04006	pyridoxine/pyridoxamine 5'-phosphate oxidase			None		[ASKA:ECK1634+b1638+JW1630+pdxH][KEIO:ECK1634+b1638+JW1630+pdxH][MIM:610090][STRING:511145.b1638][NCBI-GENE:946806][ASAP:ABE-0005482][ECHOBASE:EB1450][OU-MICROARRAY:b1638][CGSC:417][ECOCYC:EG11487][REFSEQ:b1638] 
RDBECOLIGNC01443	mliC	b1639	1718066	1718395	reverse	RDBECOLIPDC01047	inhibitor of c-type lysozyme, putative lipoprotein			None		[ASKA:ECK1635+b1639+JW1631+mliC][KEIO:ECK1635+b1639+JW1631+ydhA][STRING:511145.b1639][ASAP:ABE-0005485][ECHOBASE:EB1451][OU-MICROARRAY:b1639][ECOCYC:EG11488][REFSEQ:b1639] 
RDBECOLIGNC01444	csgA	b1042	1104447	1104902	forward	RDBECOLIPDC01048	curlin			None		[ASKA:ECK1028+b1042+JW1025+csgA][KEIO:ECK1028+b1042+JW1025+csgA][STRING:511145.b1042][ASAP:ABE-0003537][ECHOBASE:EB1452][OU-MICROARRAY:b1042][CGSC:30620][ECOCYC:EG11489][REFSEQ:b1042] 
RDBECOLIGNC01445	gadB	b1493	1570645	1572045	reverse	RDBECOLIPDC03317	glutamate decarboxylase B			None		[ASKA:ECK1487+b1493+JW1488+gadB][STRING:511145.b1493][ASAP:ABE-0004976][ECHOBASE:EB1453][OU-MICROARRAY:b1493][CGSC:32194][ECOCYC:EG11490][REFSEQ:b1493] 
RDBECOLIGNC01446	dinF	b4044	4257742	4259121	forward	RDBECOLIPDC00337	DNA damage-inducible protein F			None		[ASKA:ECK4036+b4044+JW4004+dinF][KEIO:ECK4036+b4044+JW4004+dinF][STRING:511145.b4044][ASAP:ABE-0013243][ECHOBASE:EB1454][OU-MICROARRAY:b4044][CGSC:854][ECOCYC:EG11491][REFSEQ:b4044] 
RDBECOLIGNC01447	qorA	b4051	4263248	4264231	reverse	RDBECOLIPDC04101	putative quinone oxidoreductase 1			None		[ASKA:ECK4043+b4051+JW4011+qorA][KEIO:ECK4043+b4051+JW4011+qor][STRING:511145.b4051][ASAP:ABE-0013262][ECHOBASE:EB1455][OU-MICROARRAY:b4051][CGSC:36654][ECOCYC:EG11492][REFSEQ:b4051] 
RDBECOLIGNC01448	pabC	b1096	1153300	1154109	forward	RDBECOLIPDC00041	aminodeoxychorismate lyase			None		[ASKA:ECK1082+b1096+JW1082+pabC][KEIO:ECK1082+b1096+JW1082+pabC][STRING:511145.b1096][ASAP:ABE-0003709][ECHOBASE:EB1456][OU-MICROARRAY:b1096][CGSC:31889][ECOCYC:EG11493][REFSEQ:b1096] 
RDBECOLIGNC01449	mltG	b1097	1154112	1155134	forward	RDBECOLIPDC01049	endolytic murein transglycosylase			None		[ASKA:ECK1083+b1097+JW1083+yceG][KEIO:ECK1083+b1097+JW1083+yceG][STRING:511145.b1097][ASAP:ABE-0003712][ECHOBASE:EB1457][OU-MICROARRAY:b1097][ECOCYC:EG11494][REFSEQ:b1097] 
RDBECOLIGNC01450	hdeD	b3511	3656995	3657567	forward	RDBECOLIPDC01050	acid-resistance membrane protein			None		[ASKA:ECK3495+b3511+JW3479+hdeD][KEIO:ECK3495+b3511+JW3479+hdeD][STRING:511145.b3511][ASAP:ABE-0011467][ECHOBASE:EB1458][OU-MICROARRAY:b3511][CGSC:33737][ECOCYC:EG11495][REFSEQ:b3511] 
RDBECOLIGNC01451	prfH	b0236	253702	254202	forward	RDBECOLIPDC01051	putative peptide chain release factor			None		[ASKA:ECK0237+b0236+JW0226+prfH][KEIO:ECK0237+b0236+JW0226+prfH][ASAP:ABE-0000807][STRING:316407.85674391][ECHOBASE:EB1459][OU-MICROARRAY:b0236][ECOCYC:EG11496][REFSEQ:b0236] 
RDBECOLIGNC01452	prmA	b3259	3409070	3409951	forward	RDBECOLIPDC01052	ribosomal protein L11 methyltransferase			None		[ASKA:ECK3246+b3259+JW3227+prmA][KEIO:ECK3246+b3259+JW3227+prmA][STRING:511145.b3259][ASAP:ABE-0010697][ECHOBASE:EB1460][OU-MICROARRAY:b3259][CGSC:366][ECOCYC:EG11497][REFSEQ:b3259] 
RDBECOLIGNC01453	yhdJ	b3262	3411653	3412537	forward	RDBECOLIPDC01053	DNA adenine methyltransferase			None		[ASKA:ECK3249+b3262+JW5543+yhdJ][KEIO:ECK3249+b3262+JW5543+yhdJ][STRING:511145.b3262][ASAP:ABE-0010706][ECHOBASE:EB1461][OU-MICROARRAY:b3262][ECOCYC:EG11498][REFSEQ:b3262] 
RDBECOLIGNC01454	yhbE	b3184	3331770	3332735	reverse	RDBECOLIPDC01054	putative transporter YhbE			None		[ASKA:ECK3173+b3184+JW3151+yhbE][KEIO:ECK3173+b3184+JW3151+yhbE][STRING:511145.b3184][ASAP:ABE-0010464][ECHOBASE:EB1462][OU-MICROARRAY:b3184][ECOCYC:EG11499][REFSEQ:b3184] 
RDBECOLIGNC01455	holB	b1099	1155762	1156766	forward	RDBECOLIPDC01055	DNA polymerase III subunit &delta;'			None		[ASKA:ECK1085+b1099+JW1085+holB][STRING:511145.b1099][ASAP:ABE-0003716][ECHOBASE:EB1463][OU-MICROARRAY:b1099][CGSC:31447][ECOCYC:EG11500][REFSEQ:b1099] 
RDBECOLIGNC01456	adiA	b4117	4338254	4340521	reverse	RDBECOLIPDC00102	arginine decarboxylase, degradative			None		[ASKA:ECK4110+b4117+JW5731+adiA][KEIO:ECK4110+b4117+JW5731+adiA][STRING:511145.b4117][ASAP:ABE-0013483][ECHOBASE:EB1464][OU-MICROARRAY:b4117][ECOCYC:EG11501][REFSEQ:b4117] 
RDBECOLIGNC01457	rcsF	b0196	219591	219995	reverse	RDBECOLIPDC04109	sensor lipoprotein RcsF			None		[ASKA:ECK0196+b0196+JW0192+rcsF][KEIO:ECK0196+b0196+JW0192+rcsF][STRING:511145.b0196][ASAP:ABE-0000663][ECHOBASE:EB1465][OU-MICROARRAY:b0196][CGSC:29845][ECOCYC:EG11502][REFSEQ:b0196] 
