# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) regulatedId. Regulator ID regulated by the Regulator (regulated Regulator)
## (5) regulatedName. Regulator regulated by the Regulator (regulated Regulator)
## (6) function. Regulatory Function of the Regulator on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLITFC00092	Cra	cra	RDBECOLITFC00060	MarA	-	S 
RDBECOLITFC00092	Cra	cra	RDBECOLITFC00086	CRP	+	C 
RDBECOLITFC00092	Cra	cra	RDBECOLITFC00142	NikR	+	W 
RDBECOLITFC00092	Cra	cra	RDBECOLITFC00209	BetI	+	W 
RDBECOLITFC00092	Cra	cra	RDBECOLITFC00211	MarR	-	S 
RDBECOLITFC00092	Cra	cra	RDBECOLITFC00221	PdhR	-	S 
RDBECOLITFC00092	Cra	cra	RDBECOLITFC00240	CsgD	+	C 
RDBECOLITFC00093	NorR	norR	RDBECOLITFC00093	NorR	-	C 
RDBECOLITFC00094	GadX	gadX	RDBECOLITFC00032	GadW	-+	W 
RDBECOLITFC00094	GadX	gadX	RDBECOLITFC00050	H-NS	+	W 
RDBECOLITFC00094	GadX	gadX	RDBECOLITFC00094	GadX	+	S 
RDBECOLITFC00094	GadX	gadX	RDBECOLITFC00128	GadE	+	S 
RDBECOLITFC00095	SoxS	soxS	RDBECOLITFC00060	MarA	+	S 
RDBECOLITFC00095	SoxS	soxS	RDBECOLITFC00062	DecR	+	S 
RDBECOLITFC00095	SoxS	soxS	RDBECOLITFC00095	SoxS	-	C 
RDBECOLITFC00095	SoxS	soxS	RDBECOLITFC00126	Rob	-	S 
RDBECOLITFC00095	SoxS	soxS	RDBECOLITFC00129	Fur	+	C 
RDBECOLITFC00095	SoxS	soxS	RDBECOLITFC00211	MarR	+	S 
RDBECOLITFC00097	YfeC	yfeC	RDBECOLITFC00097	YfeC	+	W 
RDBECOLITFC00098	DicD	dicD	RDBECOLITFC00172	DicA	-	W 
RDBECOLITFC00099	LldR	lldR	RDBECOLITFC00032	GadW	+	W 
RDBECOLITFC00099	LldR	lldR	RDBECOLITFC00099	LldR	-+	C 
RDBECOLITFC00100	AsnC	asnC	RDBECOLITFC00100	AsnC	-	W 
RDBECOLITFC00101	LysR	lysR	RDBECOLITFC00101	LysR	-	W 
RDBECOLITFC00102	AscG	ascG	RDBECOLITFC00014	PrpR	-	C 
RDBECOLITFC00103	DpiA	dpiA	RDBECOLITFC00084	AppY	-	W 
RDBECOLITFC00103	DpiA	dpiA	RDBECOLITFC00103	DpiA	+	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00001	YafC	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00021	FeaR	-+	W 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00024	SrsR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00028	TdcA	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00029	EvgA	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00031	CaiF	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00035	UvrY	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00037	HcaR	+	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00046	YdaT	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00049	PdeL	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00057	YieP	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00058	DeoR	+	W 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00078	OmpR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00079	GlaR	+	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00089	SrlR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00094	GadX	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00100	AsnC	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00101	LysR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00104	Nac	-	C 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00109	MalI	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00110	Lrp	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00113	YgaV	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00118	HprR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00119	XapR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00128	GadE	+	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00134	PhoB	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00139	YeiE	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00141	KdgR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00148	DhaR	+	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00152	DnaA	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00156	YdiP	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00159	UhpA	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00163	MetR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00169	CynR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00175	AllR	+	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00179	TdcR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00180	LeuO	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00194	SdiA	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00211	MarR	+	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00229	CdaR	-	S 
RDBECOLITFC00104	Nac	nac	RDBECOLITFC00241	YdcI	+	S 
RDBECOLITFC00105	IscR	iscR	RDBECOLITFC00105	IscR	-	C 
RDBECOLITFC00107	RacR	racR	RDBECOLITFC00046	YdaT	-	S 
RDBECOLITFC00108	CusR	cusR	RDBECOLITFC00108	CusR	+	C 
RDBECOLITFC00109	MalI	malI	RDBECOLITFC00109	MalI	-	S 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00009	ArgR	-+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00016	AlaS	-	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00025	YeiL	+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00030	TyrR	-+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00032	GadW	-+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00038	CysB	-	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00061	StpA	+	S 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00073	YgiV	-+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00085	QseB	-	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00095	SoxS	+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00104	Nac	+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00110	Lrp	-	S 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00125	ZntR	+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00149	Cbl	+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00176	RpoN	-	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00180	LeuO	-+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00183	SlyA	-+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00185	YciT	+	W 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00227	AidB	-	S 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00230	LrhA	+	S 
RDBECOLITFC00110	Lrp	lrp	RDBECOLITFC00232	MalT	+	W 
RDBECOLITFC00111	BaeR	baeR	RDBECOLITFC00111	BaeR	+	S 
RDBECOLITFC00112	FrlR	frlR	RDBECOLITFC00112	FrlR	-	C 
RDBECOLITFC00114	GalS	galS	RDBECOLITFC00064	GalR	-	W 
RDBECOLITFC00114	GalS	galS	RDBECOLITFC00114	GalS	-	W 
RDBECOLITFC00115	ExuR	exuR	RDBECOLITFC00115	ExuR	-	S 
RDBECOLITFC00115	ExuR	exuR	RDBECOLITFC00208	UxuR	-	W 
RDBECOLITFC00116	TrpR	trpR	RDBECOLITFC00116	TrpR	-	S 
RDBECOLITFC00118	HprR	hprR	RDBECOLITFC00108	CusR	+	S 
RDBECOLITFC00120	YhaJ	yhaJ	RDBECOLITFC00120	YhaJ	+	W 
RDBECOLITFC00122	RhaR	rhaR	RDBECOLITFC00034	RhaS	+	S 
RDBECOLITFC00122	RhaR	rhaR	RDBECOLITFC00122	RhaR	+	S 
RDBECOLITFC00123	DgoR	dgoR	RDBECOLITFC00123	DgoR	-	C 
RDBECOLITFC00124	DcuR	dcuR	RDBECOLITFC00103	DpiA	+	S 
RDBECOLITFC00126	Rob	rob	RDBECOLITFC00060	MarA	+	C 
RDBECOLITFC00126	Rob	rob	RDBECOLITFC00126	Rob	-	S 
RDBECOLITFC00126	Rob	rob	RDBECOLITFC00211	MarR	+	C 
RDBECOLITFC00127	XylR	xylR	RDBECOLITFC00127	XylR	+	S 
RDBECOLITFC00127	XylR	xylR	RDBECOLITFC00220	AraC	-	S 
RDBECOLITFC00128	GadE	gadE	RDBECOLITFC00032	GadW	+	S 
RDBECOLITFC00128	GadE	gadE	RDBECOLITFC00094	GadX	+	S 
RDBECOLITFC00128	GadE	gadE	RDBECOLITFC00110	Lrp	+	W 
RDBECOLITFC00128	GadE	gadE	RDBECOLITFC00128	GadE	+	W 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00009	ArgR	-	S 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00022	NtrC	+	W 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00037	HcaR	-	S 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00039	NfeR	-	S 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00045	MetJ	-	W 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00063	CadC	+	S 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00095	SoxS	-	W 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00104	Nac	-	W 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00129	Fur	-	S 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00132	SoxR	-	W 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00150	PurR	-	W 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00160	FNR	-	W 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00194	SdiA	+	S 
RDBECOLITFC00129	Fur	fur	RDBECOLITFC00225	XynR	+	S 
RDBECOLITFC00131	PepA	pepA	RDBECOLITFC00131	PepA	-	S 
RDBECOLITFC00132	SoxR	soxR	RDBECOLITFC00095	SoxS	+	C 
RDBECOLITFC00132	SoxR	soxR	RDBECOLITFC00132	SoxR	-	C 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00009	ArgR	+	S 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00018	GlcC	-	C 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00019	PuuR	-	W 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00084	AppY	+	W 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00094	GadX	+	W 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00099	LldR	-	C 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00103	DpiA	+	W 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00127	XylR	+	W 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00128	GadE	+	S 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00133	ArcA	+	S 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00160	FNR	-	W 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00191	PutA	-	S 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00209	BetI	-	S 
RDBECOLITFC00133	ArcA	arcA	RDBECOLITFC00212	RstA	+	S 
RDBECOLITFC00134	PhoB	phoB	RDBECOLITFC00014	PrpR	-	S 
RDBECOLITFC00134	PhoB	phoB	RDBECOLITFC00017	ArgP	+	W 
RDBECOLITFC00134	PhoB	phoB	RDBECOLITFC00021	FeaR	-	W 
RDBECOLITFC00134	PhoB	phoB	RDBECOLITFC00032	GadW	+	W 
RDBECOLITFC00134	PhoB	phoB	RDBECOLITFC00092	Cra	-	W 
RDBECOLITFC00134	PhoB	phoB	RDBECOLITFC00094	GadX	+	W 
RDBECOLITFC00134	PhoB	phoB	RDBECOLITFC00108	CusR	+	C 
RDBECOLITFC00134	PhoB	phoB	RDBECOLITFC00134	PhoB	+	C 
RDBECOLITFC00134	PhoB	phoB	RDBECOLITFC00155	YdfH	+	S 
RDBECOLITFC00135	AlpA	alpA	RDBECOLITFC00134	PhoB	-	W 
RDBECOLITFC00136	PgrR	pgrR	RDBECOLITFC00030	TyrR	-	S 
RDBECOLITFC00137	PlaR	plaR	RDBECOLITFC00137	PlaR	-	C 
RDBECOLITFC00138	BasR	basR	RDBECOLITFC00085	QseB	+	S 
RDBECOLITFC00138	BasR	basR	RDBECOLITFC00191	PutA	-	S 
RDBECOLITFC00138	BasR	basR	RDBECOLITFC00240	CsgD	+	S 
RDBECOLITFC00139	YeiE	yeiE	RDBECOLITFC00191	PutA	-	W 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00025	YeiL	+	W 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00028	TdcA	+	C 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00066	FhlA	+	S 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00071	HipB	+	W 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00078	OmpR	-	C 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00137	PlaR	-	S 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00160	FNR	+	C 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00178	FliZ	-	S 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00190	Fis	+	C 
RDBECOLITFC00140	IHF	ihfA|ihfB	RDBECOLITFC00240	CsgD	+	S 
RDBECOLITFC00142	NikR	nikR	RDBECOLITFC00142	NikR	-	S 
RDBECOLITFC00143	Dan	ttdR	RDBECOLITFC00143	Dan	+	S 
RDBECOLITFC00144	MqsA	mqsA	RDBECOLITFC00144	MqsA	-	S 
RDBECOLITFC00144	MqsA	mqsA	RDBECOLITFC00240	CsgD	-	S 
RDBECOLITFC00146	PtrR	ptrR	RDBECOLITFC00154	AcrR	-	W 
RDBECOLITFC00147	AccB	accB	RDBECOLITFC00147	AccB	-	W 
RDBECOLITFC00148	DhaR	dhaR	RDBECOLITFC00148	DhaR	-	W 
RDBECOLITFC00150	PurR	purR	RDBECOLITFC00150	PurR	-	C 
RDBECOLITFC00151	RelB	relB	RDBECOLITFC00151	RelB	-	C 
RDBECOLITFC00152	DnaA	dnaA	RDBECOLITFC00152	DnaA	-+	S 
RDBECOLITFC00153	RcsB-BglJ	bglJ|rcsB	RDBECOLITFC00180	LeuO	+	S 
RDBECOLITFC00154	AcrR	acrR	RDBECOLITFC00060	MarA	-	S 
RDBECOLITFC00154	AcrR	acrR	RDBECOLITFC00095	SoxS	-	S 
RDBECOLITFC00154	AcrR	acrR	RDBECOLITFC00132	SoxR	-	S 
RDBECOLITFC00154	AcrR	acrR	RDBECOLITFC00154	AcrR	-	C 
RDBECOLITFC00154	AcrR	acrR	RDBECOLITFC00211	MarR	-	S 
RDBECOLITFC00156	YdiP	ydiP	RDBECOLITFC00040	CspA	+	W 
RDBECOLITFC00157	YdeO	ydeO	RDBECOLITFC00004	NhaR	+	S 
RDBECOLITFC00157	YdeO	ydeO	RDBECOLITFC00032	GadW	+	S 
RDBECOLITFC00157	YdeO	ydeO	RDBECOLITFC00128	GadE	+	S 
RDBECOLITFC00157	YdeO	ydeO	RDBECOLITFC00157	YdeO	-	W 
RDBECOLITFC00158	HigA	higA	RDBECOLITFC00158	HigA	-	S 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00025	YeiL	-	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00028	TdcA	+	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00031	CaiF	+	S 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00032	GadW	-	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00039	NfeR	+	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00063	CadC	+	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00066	FhlA	+	S 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00070	NarL	-	S 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00080	HyfR	-	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00094	GadX	-	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00095	SoxS	-	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00103	DpiA	-	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00104	Nac	-	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00124	DcuR	+	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00132	SoxR	-	W 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00133	ArcA	-+	S 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00142	NikR	+	C 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00160	FNR	-+	S 
RDBECOLITFC00160	FNR	fnr	RDBECOLITFC00221	PdhR	-+	S 
RDBECOLITFC00161	RelBE	relB|relE	RDBECOLITFC00151	RelB	-	S 
RDBECOLITFC00163	MetR	metR	RDBECOLITFC00163	MetR	-	S 
RDBECOLITFC00164	GadRcs	rcsB|gadE	RDBECOLITFC00094	GadX	+	C 
RDBECOLITFC00167	FucR	fucR	RDBECOLITFC00167	FucR	+	W 
RDBECOLITFC00168	YefMB	yoeB|yefM	RDBECOLITFC00056	YefM	-	C 
RDBECOLITFC00169	CynR	cynR	RDBECOLITFC00169	CynR	-	S 
RDBECOLITFC00171	NagC	nagC	RDBECOLITFC00065	ChbR	-	S 
RDBECOLITFC00171	NagC	nagC	RDBECOLITFC00171	NagC	-	C 
RDBECOLITFC00171	NagC	nagC	RDBECOLITFC00210	CreB	-	W 
RDBECOLITFC00172	DicA	dicA	RDBECOLITFC00172	DicA	+	S 
RDBECOLITFC00173	RcsAB	rcsB|rcsA	RDBECOLITFC00240	CsgD	-	W 
RDBECOLITFC00175	AllR	allR	RDBECOLITFC00162	AllS	-	C 
RDBECOLITFC00177	BtsR	btsR	RDBECOLITFC00221	PdhR	-	S 
RDBECOLITFC00177	BtsR	btsR	RDBECOLITFC00240	CsgD	-	S 
RDBECOLITFC00178	FliZ	fliZ	RDBECOLITFC00013	MlrA	-	C 
RDBECOLITFC00178	FliZ	fliZ	RDBECOLITFC00128	GadE	-	C 
RDBECOLITFC00178	FliZ	fliZ	RDBECOLITFC00240	CsgD	-	S 
RDBECOLITFC00179	TdcR	tdcR	RDBECOLITFC00028	TdcA	+	S 
RDBECOLITFC00180	LeuO	leuO	RDBECOLITFC00063	CadC	-	W 
RDBECOLITFC00180	LeuO	leuO	RDBECOLITFC00180	LeuO	-+	C 
RDBECOLITFC00180	LeuO	leuO	RDBECOLITFC00199	YjjQ	+	S 
RDBECOLITFC00181	CecR	cecR	RDBECOLITFC00181	CecR	-	C 
RDBECOLITFC00182	RcdA	rcdA	RDBECOLITFC00182	RcdA	+	C 
RDBECOLITFC00182	RcdA	rcdA	RDBECOLITFC00240	CsgD	+	S 
RDBECOLITFC00183	SlyA	slyA	RDBECOLITFC00180	LeuO	+	S 
RDBECOLITFC00183	SlyA	slyA	RDBECOLITFC00183	SlyA	+	S 
RDBECOLITFC00186	LsrR	lsrR	RDBECOLITFC00186	LsrR	-	C 
RDBECOLITFC00188	OxyR	oxyR	RDBECOLITFC00129	Fur	+	S 
RDBECOLITFC00188	OxyR	oxyR	RDBECOLITFC00163	MetR	+	S 
RDBECOLITFC00188	OxyR	oxyR	RDBECOLITFC00188	OxyR	-	C 
RDBECOLITFC00189	ModE	modE	RDBECOLITFC00070	NarL	+	S 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00018	GlcC	-	S 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00022	NtrC	+	C 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00040	CspA	+	C 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00041	MazE	+	C 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00050	H-NS	+	S 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00060	MarA	+	C 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00086	CRP	-	C 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00094	GadX	-	W 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00127	XylR	-	W 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00152	DnaA	-	C 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00190	Fis	-	C 
RDBECOLITFC00190	Fis	fis	RDBECOLITFC00211	MarR	+	C 
RDBECOLITFC00191	PutA	putA	RDBECOLITFC00191	PutA	-	C 
RDBECOLITFC00192	BolA	bolA	RDBECOLITFC00240	CsgD	+	W 
RDBECOLITFC00194	SdiA	sdiA	RDBECOLITFC00032	GadW	+	W 
RDBECOLITFC00195	MelR	melR	RDBECOLITFC00195	MelR	-+	C 
RDBECOLITFC00197	AgaR	agaR	RDBECOLITFC00197	AgaR	-	S 
RDBECOLITFC00200	GutM	gutM	RDBECOLITFC00089	SrlR	+	W 
RDBECOLITFC00200	GutM	gutM	RDBECOLITFC00200	GutM	+	W 
RDBECOLITFC00201	Ada	ada	RDBECOLITFC00201	Ada	-+	C 
RDBECOLITFC00201	Ada	ada	RDBECOLITFC00227	AidB	+	S 
RDBECOLITFC00205	ArsR	arsR	RDBECOLITFC00205	ArsR	-	S 
RDBECOLITFC00208	UxuR	uxuR	RDBECOLITFC00115	ExuR	-	S 
RDBECOLITFC00208	UxuR	uxuR	RDBECOLITFC00208	UxuR	-	W 
RDBECOLITFC00209	BetI	betI	RDBECOLITFC00209	BetI	-	C 
RDBECOLITFC00211	MarR	marR	RDBECOLITFC00060	MarA	-	C 
RDBECOLITFC00211	MarR	marR	RDBECOLITFC00211	MarR	-	C 
RDBECOLITFC00212	RstA	rstA	RDBECOLITFC00240	CsgD	-	S 
RDBECOLITFC00213	GcvA	gcvA	RDBECOLITFC00213	GcvA	-	C 
RDBECOLITFC00215	SgrR	sgrR	RDBECOLITFC00215	SgrR	-	C 
RDBECOLITFC00217	HigBA	higA|higB	RDBECOLITFC00158	HigA	-	S 
RDBECOLITFC00218	FlhDC	flhD|flhC	RDBECOLITFC00075	IclR	+	W 
RDBECOLITFC00218	FlhDC	flhD|flhC	RDBECOLITFC00178	FliZ	+	C 
RDBECOLITFC00219	YebK	yebK	RDBECOLITFC00219	YebK	-	S 
RDBECOLITFC00220	AraC	araC	RDBECOLITFC00220	AraC	-+	C 
RDBECOLITFC00221	PdhR	pdhR	RDBECOLITFC00074	MraZ	-	S 
RDBECOLITFC00221	PdhR	pdhR	RDBECOLITFC00221	PdhR	-	C 
RDBECOLITFC00222	RcsB	rcsB	RDBECOLITFC00094	GadX	-	C 
RDBECOLITFC00222	RcsB	rcsB	RDBECOLITFC00157	YdeO	+	W 
RDBECOLITFC00224	NimR	nimR	RDBECOLITFC00224	NimR	-	C 
RDBECOLITFC00227	AidB	aidB	RDBECOLITFC00227	AidB	-	S 
RDBECOLITFC00228	UidR	uidR	RDBECOLITFC00228	UidR	-	W 
RDBECOLITFC00229	CdaR	cdaR	RDBECOLITFC00229	CdaR	+	W 
RDBECOLITFC00230	LrhA	lrhA	RDBECOLITFC00180	LeuO	+	S 
RDBECOLITFC00230	LrhA	lrhA	RDBECOLITFC00230	LrhA	+	S 
RDBECOLITFC00233	MngR	mngR	RDBECOLITFC00233	MngR	-	S 
RDBECOLITFC00234	CitR	citR	RDBECOLITFC00234	CitR	-	S 
RDBECOLITFC00235	GntR	gntR	RDBECOLITFC00033	IdnR	-	W 
RDBECOLITFC00237	CsqR	csqR	RDBECOLITFC00237	CsqR	-	S 
RDBECOLITFC00240	CsgD	csgD	RDBECOLITFC00178	FliZ	-	S
