# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) sigmaName. Sigma Name
## (2) regulatedName. TU regulated by the Sigma Factor (regulated TU)
## (3) function. Regulatory Function of the Sigma on the regulated TU (+ activator, - repressor, -+ dual, ? unknown)
## (4)promoterEvidences. Evidence that supports the regulation the sigma on the promoter and the promoter evidences
## (5) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)sigmaName	2)regulatedName	3)function	4)promoterEvidence	5)confidenceLevel 
sigma28	ynjH[ynjHp1]	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ynjH[ynjHp2]	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	ackA[ackAp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	adiC[adiCp7]	+	[COMP-AINF]	W 
sigma32	alaA[alaAp9]	+	[COMP-AINF]	W 
sigma32	bssS[bssSp1]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-IN-VITRO-TRANSCRIPTION,EXP-IEP]	W 
sigma32	bssS[bssSp2]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EV-EXP-IDA-IN-VITRO-TRANSCRIPTION,EXP-IEP]	S 
sigma32	can[canp2]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	S 
sigma32	casDE-ygbTF[casDp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	clpB[clpBp2]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	clpPX[clpPp3]	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,EXP-IDA,EXP-IEP]	S 
sigma32	cra[fruRp8]	+	[COMP-AINF]	W 
sigma32	creABC[creAp2]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	dnaKJ[dnaKp1]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	dnaKJ[dnaKp2]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	dnaKJ[dnaKp3]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	fxsA[fxsAp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	gapA-yeaD[gapAp2]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	glnS[glnSp]	+	[COMP-AINF,EXP-IDA]	W 
sigma32	groSL[groSp2]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	grpE[grpEp]	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IEP,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma32	hepA[rapAp2]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	hfq-hflXKC[hfqp1]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	holC-valS[holCp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	hslR-hslO[hslRp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	hslVU[hslVp]	+	[EXP-IDA,EXP-IMP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	hspQ[hspQp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	htgA[htgAp1]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	htpG[htpGp1]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	htpG[htpGp2]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	htpX[htpXp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	ibpAB[ibpAp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP]	S 
sigma32	ileS-lspA-fkpB-ispH[ileSp3]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	lapAB[lapAp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA]	S 
sigma32	ldhA[ldhAp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP]	W 
sigma32	lon[lonp2]	+	[COMP-AINF,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	metA[metAp1]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	mhpT[mhpTp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	miaA-hfq-hflXKC[miaAp2]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	mlc-ynfK[mlcp]	+	[EXP-IDA,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	mngAB[mngAp]	+	[COMP-HINF,COMP-AINF,IC,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	mutL-miaA-hfq-hflXKC[mutLp2]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	mutM[mutMp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	nanXY[yjhBp2]	+	[COMP-AINF]	W 
sigma32	narP[narPp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	nfuA[nfuAp2]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	osmF-yehYXW[osmFp2]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	pgpC-tadA[pgpCp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	phoPQ[phoPp3]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	pncC[pncCp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	ppiD[ppiDp1]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	prlC-yhiQ[prlCp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP]	W 
sigma32	ptsHI-crr[ptsHp5]	+	[EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	ptsHI-crr[ptsHp]	+	[COMP-HINF,EXP-IDA,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	raiAZ[raiAp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	rdgB-yggW[rdgBp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	rfaDFCL[rfaDp3]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	ribE-nusB-thiL-pgpA[ribEp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	rlmE-ftsH[rlmEp2]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	rnlA[rnlAp1]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA]	W 
sigma32	rpmE[rpmEp2]	+	[EXP-IDA,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma32	rpoD[rpoDp3]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IMP]	S 
sigma32	rrsA-ileT-alaT-rrlA-rrfA[rrsAp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	rrsB-gltT-rrlB-rrfB[rrsBp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	rrsC-gltU-rrlC-rrfC[rrsCp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	rrsE-gltV-rrlE-rrfE[rrsEp3]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	rrsG-gltW-rrlG-rrfG[rrsGp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	rrsH-ileV-alaV-rrlH-rrfH[rrsHp]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	sdaA[sdaAp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	sdsR-pphA[pphAp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	slt[sltp7]	+	[COMP-AINF]	W 
sigma32	topA[topAp1]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,EXP-IPI,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IMP]	S 
sigma32	trmA[trmAp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	xerD-dsbC-recJ[xerDp2]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA]	W 
sigma32	yafDE[yafDp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	yafU[yafUp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	ybbN[ybbNp1]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP]	W 
sigma32	ybeD-lipB[ybeDp2]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP]	W 
sigma32	ybeZYX-lnt[ybeZp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	ybfE[ybfEp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	yccE[yccEp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	yceJI[yceJp2]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA]	W 
sigma32	yciSM-pyrF-yciH[lapAp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA]	S 
sigma32	ycjXF-tyrR[ycjXp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	ycjY-ymjDC-mpaA[ycjYp6]	+	[COMP-AINF]	W 
sigma32	ycjY[ycjYp6]	+	[COMP-AINF]	W 
sigma32	ydeO[ydeOp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	ydhQ[ydhQp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	yehR[yehRp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	yfbR[yfbRp3]	+	[COMP-AINF]	W 
sigma32	yfjV[yfjVp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	ygbF[ygbFp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	yhdN-zntR[yhdNp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	yiaA[yiaAp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	yibA[yibAp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	yjaZ[yjaZp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	yjhIHG[yjhIp]	+	[EXP-IDA,EXP-IEP,COMP-AINF-PATTERN-DISCOVERY,EXP-IMP]	W 
sigma32	yjiT[yjiTp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	yrdA[yrdAp]	+	[EXP-IDA,EXP-IEP]	W 
sigma32	yrfG-hslR[yrfGp]	+	[EXP-IDA,EXP-IEP]	W 
sigma38	None[csrAp3]	+	[EXP-IEP,COMP-HINF,EXP-IMP,EXP-IPI,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	None[dkgAp]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	None[insN-1p]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	aceEF[aceEp2]	+	[COMP-HINF,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	acnA[ymiCp]	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	acs-yjcHG[acsp]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-AINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	ada-alkB[adap2]	+	[EXP-IEP,EXP-IDA,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	adhE[adhEp2]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	adhE[adhEp]	+	[EXP-IMP,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	adrA[adrAp]	+	[EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	aidB[aidBp2]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IMP,EXP-IDA,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	aldB[aldBp]	+	[EXP-IEP,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	alkA[alkAp2]	+	[EXP-IDA,EXP-IEP,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,COMP-AINF]	S 
sigma38	ansP[ansPp1]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ansP[ansPp2]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	appCBA-yccB[appCp2]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	appY[appYp2]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	araFGH[araFp2]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	araFGH[araFp3]	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	arrS[arrSp2]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	artPIQM[artPp1]	+	[COMP-AINF,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	artPIQM[artPp2]	+	[COMP-AINF,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	artPIQM[artPp3]	+	[COMP-AINF,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	asr[asrp2]	+	[COMP-HINF,EXP-IPI,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,EXP-IMP]	S 
sigma38	astCADBE[astCp3]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	C 
sigma38	blc[blcp]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IMP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	blr[blrp]	+	[EXP-IEP,EXP-IPI,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	bolA[bolAp]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	C 
sigma38	bsmA[bsmAp]	+	[COMP-HINF,EXP-IDA,EXP-CHIP-EXO-MANUAL,HTP-HEP,AS-NAS]	W 
sigma38	btsT[yjiYp]	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	cbpA-cbpM[cbpAp]	+	[COMP-HINF,EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	cbpAM[cbpAp2]	+	[EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	cfa[cfap2]	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	cfa[cfap]	+	[EXP-IEP,COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	cpxRA[cpxRp2]	+	[EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	crr[crrpI]	+	[EXP-IEP,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	? 
sigma38	csgBAC[csgBp2]	+	[COMP-HINF,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	csgDEFG[csgDp3]	+	[EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	csgDEFG[csgDp]	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	csiE[csiEp2]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	csrA[csrAp]	+	[COMP-HINF,EXP-IMP,EXP-IPI,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	cyaR[cyaRp3]	+	[COMP-HINF,EXP-IDA,EXP-IEP,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	C 
sigma38	ddpXABCDF[ddpXp2]	+	[COMP-HINF,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
