# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon Id containing the transcription unit
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenes. Name of the gene(s) contained in the transcription unit
## (6) promoterId. Promoter Id
## (7) promoterName. Promoter Name
## (8) terminatorIds. Ids of the terminators associated to transcription unit
## (9) tuEvidence. Evidence that supports the existence of the transcription unit
## (10) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (11) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (12) PMIDs. PMIDs associated to object
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenes	6)promoterId	7)promoterName	8)terminatorIds	9)tuEvidence	10)addEvidence	11)confidenceLevel	12)PMIDs 
RDBECOLITUC00941	ygcU	RDBECOLIOPC00712	ygcU	ygcU				COMP-AINF:W		W	 
RDBECOLITUC00942	ygcW	RDBECOLIOPC02022	ygcW	ygcW				COMP-AINF:W		W	 
RDBECOLITUC00943	yqcE-ygcE	RDBECOLIOPC00951	yqcE-ygcE	yqcE;ygcE				COMP-AINF:W		W	 
RDBECOLITUC00944	rlmD	RDBECOLIOPC00154	rlmD	rlmD	RDBECOLIPMC00143	rlmDp		COMP-AINF:W		W	 
RDBECOLITUC00945	yqcC-truC-yqcA	RDBECOLIOPC00021	yqcC-truC-yqcA	yqcA;truC;yqcC				COMP-AINF:W		W	 
RDBECOLITUC00946	syd	RDBECOLIOPC00394	syd	syd				COMP-AINF:W		W	 
RDBECOLITUC00947	queF	RDBECOLIOPC00360	queF	queF	RDBECOLIPMC00144	queFp		COMP-AINF:W		W	34475859 
RDBECOLITUC00948	ppnN	RDBECOLIOPC01843	ppnN	ppnN				COMP-AINF:W		W	 
RDBECOLITUC00949	ygdG	RDBECOLIOPC00693	ygdG	ygdG				COMP-AINF:W		W	 
RDBECOLITUC00950	csdAE	RDBECOLIOPC01504	csdAE	csdA;csdE				COMP-AINF:W		W	 
RDBECOLITUC00951	tcdA	RDBECOLIOPC00438	tcdA	tcdA				COMP-AINF:W		W	 
RDBECOLITUC00952	mltA	RDBECOLIOPC00879	mltA	mltA				COMP-AINF:W		W	 
RDBECOLITUC00953	ptrA-recBD	RDBECOLIOPC02216	ptrA-recBD	recD;recB;ptrA	RDBECOLIPMC03658	ptrAp		COMP-AINF:W		W	31992590 
RDBECOLITUC00954	ppdAB-ygdB-ppdC-recC	RDBECOLIOPC02411	ppdAB-ygdB-ppdC-recC	recC;ppdC;ygdB;ppdB;ppdA	RDBECOLIPMC03031	ppdAp		COMP-AINF:W		W	 
RDBECOLITUC00955	rppH-ptsP	RDBECOLIOPC00317	rppH-ptsP	ptsP;rppH	RDBECOLIPMC00562	rppHp		COMP-AINF:W		W	 
RDBECOLITUC00956	mutH	RDBECOLIOPC01996	mutH	mutH				COMP-AINF:W		W	 
RDBECOLITUC00957	ygdQ	RDBECOLIOPC02457	ygdQ	ygdQ				COMP-AINF:W		W	 
RDBECOLITUC00958	ygdR	RDBECOLIOPC01605	ygdR	ygdR				COMP-AINF:W		W	 
RDBECOLITUC00959	tas	RDBECOLIOPC02443	tas	tas				COMP-AINF:W		W	 
RDBECOLITUC00960	aas-lplT	RDBECOLIOPC00629	aas-lplT	lplT;aas				COMP-AINF:W		W	 
RDBECOLITUC00961	ygeA	RDBECOLIOPC01330	araE-ygeA	ygeA				EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	24272778;31964733 
RDBECOLITUC00962	kduD	RDBECOLIOPC01899	kduD	kduD				COMP-AINF:W		W	 
RDBECOLITUC00963	kduI	RDBECOLIOPC00430	kduI	kduI				COMP-AINF:W		W	 
RDBECOLITUC00964	yqeF	RDBECOLIOPC02590	yqeF	yqeF				COMP-AINF:W		W	 
RDBECOLITUC00965	yqeG	RDBECOLIOPC01988	yqeG	yqeG				COMP-AINF:W		W	 
RDBECOLITUC00966	yqeH	RDBECOLIOPC01284	yqeH	yqeH				COMP-AINF:W		W	 
RDBECOLITUC00967	yqeIJ	RDBECOLIOPC02542	yqeIJ	yqeI;yqeJ				COMP-AINF:W		W	 
RDBECOLITUC00968	ygeF	RDBECOLIOPC02297	ygeF	ygeF				COMP-AINF:W		W	 
RDBECOLITUC00969	ygeG	RDBECOLIOPC02046	ygeG	ygeG				COMP-AINF:W		W	 
RDBECOLITUC00970	ygeH	RDBECOLIOPC01037	ygeH	ygeH	RDBECOLIPMC01799	ygeHp10		COMP-AINF:W		W	 
RDBECOLITUC00971	ygeI	RDBECOLIOPC01371	ygeI	ygeI				COMP-AINF:W		W	 
RDBECOLITUC00972	pbl	RDBECOLIOPC01091	pbl	pbl				COMP-AINF:W		W	 
RDBECOLITUC00973	ygeLK	RDBECOLIOPC00097	ygeLK	ygeK;ygeL				COMP-AINF:W		W	 
RDBECOLITUC00974	insC4D4CD4-ygeON	RDBECOLIOPC00751	insC4D4CD4-ygeON	ygeN;ygeO;insD4;insC4;insCD4				COMP-AINF:W		W	 
RDBECOLITUC00975	ygeP	RDBECOLIOPC00753	ygeP	ygeP				COMP-AINF:W		W	 
RDBECOLITUC00976	ygeQ	RDBECOLIOPC00429	ygeQ	ygeQ				COMP-AINF:W		W	 
RDBECOLITUC00977	glyU	RDBECOLIOPC02617	glyU	glyU				COMP-AINF:W		W	 
RDBECOLITUC00978	ygeR	RDBECOLIOPC01264	ygeR	actS				COMP-AINF:W		W	 
RDBECOLITUC00979	ygeW	RDBECOLIOPC01628	ygeW	ygeW				COMP-AINF:W		W	 
RDBECOLITUC00980	ygeX	RDBECOLIOPC00880	ygeX	ygeX				COMP-AINF:W		W	 
RDBECOLITUC00981	ygeY	RDBECOLIOPC00762	ygeY	ygeY				COMP-AINF:W		W	 
RDBECOLITUC00982	hyuA	RDBECOLIOPC01357	hyuA	hyuA				COMP-AINF:W		W	 
RDBECOLITUC00983	yqeA	RDBECOLIOPC01652	yqeA	yqeA				COMP-AINF:W		W	 
RDBECOLITUC00984	yqeB	RDBECOLIOPC01527	yqeB	yqeB				COMP-AINF:W		W	 
RDBECOLITUC00985	yqeC	RDBECOLIOPC01097	yqeC	yqeC				COMP-AINF:W		W	 
RDBECOLITUC00986	mocA	RDBECOLIOPC02135	mocA	mocA				COMP-AINF:W		W	 
RDBECOLITUC00987	ygfK-ssnA	RDBECOLIOPC02933	ygfK-ssnA	ygfK;ssnA	RDBECOLIPMC00330	ygfKp		COMP-AINF:W		W	 
RDBECOLITUC00988	ygfM-xdhD	RDBECOLIOPC01502	ygfM-xdhD	ygfM;xdhD				COMP-AINF:W		W	 
RDBECOLITUC00989	xanQ-guaD-ghxQ	RDBECOLIOPC00366	xanQ-guaD-ghxQ	xanQ;guaD;ghxQ				COMP-AINF:W		W	 
RDBECOLITUC00990	ygfTS	RDBECOLIOPC00225	ygfTS	ygfS;ygfT				COMP-AINF:W		W	 
RDBECOLITUC00991	uacT	RDBECOLIOPC00653	uacT	uacT				COMP-AINF:W		W	 
RDBECOLITUC00992	idi	RDBECOLIOPC00949	idi	idi				COMP-AINF:W		W	 
RDBECOLITUC00993	xerD	RDBECOLIOPC02785	dsbC-recJ-prfB	xerD				COMP-AINF:W		W	 
RDBECOLITUC00994	sdhE-ygfX	RDBECOLIOPC01241	sdhE-ygfX	ygfX;sdhE	RDBECOLIPMC00146	sdhEp		COMP-AINF:W		W	 
RDBECOLITUC00995	yqfA	RDBECOLIOPC00556	yqfA	trhA				COMP-AINF:W		W	 
RDBECOLITUC00996	yqfB	RDBECOLIOPC00004	yqfB	yqfB				COMP-AINF:W		W	 
RDBECOLITUC00997	ygfF	RDBECOLIOPC01764	ygfF	ygfF				COMP-AINF:W		W	 
RDBECOLITUC00998	ygfB-pepP-ubiHI	RDBECOLIOPC02333	ygfB-pepP-ubiHI	ubiI;ubiH;pepP;ygfB	RDBECOLIPMC02461	ygfBp	RDBECOLITMC00131	EXP-IDA-BOUNDARIES-DEFINED:W;COMP-AINF:W		W	1339425;34475859 
RDBECOLITUC00999	zapA	RDBECOLIOPC00383	zapA	zapA				COMP-AINF:W		W	 
RDBECOLITUC01000	ssrS-ygfA	RDBECOLIOPC02883	ssrS-ygfA	ssrS;fau	RDBECOLIPMC00230	ssrSp1		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	15550566;2579060 
RDBECOLITUC01001	yqfE	RDBECOLIOPC00980	yqfE	yqfE				COMP-AINF:W		W	 
RDBECOLITUC01002	ygfI	RDBECOLIOPC00071	ygfI	srsR				COMP-AINF:W		W	 
RDBECOLITUC01003	argO	RDBECOLIOPC01177	argO	argO	RDBECOLIPMC03284	argOp		COMP-AINF:W		W	9254708;17504942;18424527;19906180 
RDBECOLITUC01004	mscS	RDBECOLIOPC01747	mscS	mscS	RDBECOLIPMC00148	mscSp		COMP-AINF:W		W	 
RDBECOLITUC01005	cmtBA-yggPF-fumE-yggC	RDBECOLIOPC02730	cmtBA-yggPF-fumE-yggC	yggC;fumE;yggF;yggP;cmtA;cmtB				COMP-AINF:W		W	 
RDBECOLITUC01006	tktA	RDBECOLIOPC00565	tktA	tktA	RDBECOLIPMC00149	tktAp		COMP-AINF:W		W	30810277 
RDBECOLITUC01007	yggI	RDBECOLIOPC02564	yggI	yggI				COMP-AINF:W		W	 
RDBECOLITUC01008	rsmE-gshB	RDBECOLIOPC01171	rsmE-gshB	rsmE;gshB				COMP-AINF:W		W	31964733 
RDBECOLITUC01009	yqgEF	RDBECOLIOPC00147	yqgEF	yqgE;yqgF				COMP-AINF:W		W	 
RDBECOLITUC01010	yggSTU-rdgB-hemW	RDBECOLIOPC02623	yggSTU-rdgB-hemW	yggS;yggT;yggU;rdgB;hemW				COMP-AINF:W		W	 
RDBECOLITUC01011	yggM	RDBECOLIOPC01322	yggM	yggM				COMP-AINF:W		W	 
RDBECOLITUC01012	trmB-yggL	RDBECOLIOPC01980	trmB-yggL	yggL;trmB				COMP-AINF:W		W	 
RDBECOLITUC01013	yqgA	RDBECOLIOPC00945	yqgA	yqgA				COMP-AINF:W		W	 
RDBECOLITUC01014	yghED	RDBECOLIOPC00029	yghED	yghD;yghE				COMP-AINF:W		W	31535128 
RDBECOLITUC01015	yghG	RDBECOLIOPC01671	yghG	yghG				COMP-AINF:W		W	 
RDBECOLITUC01016	pppA	RDBECOLIOPC00855	pppA	pppA				COMP-AINF:W		W	 
RDBECOLITUC01017	yghJ	RDBECOLIOPC02293	yghJ	yghJ				COMP-AINF:W		W	34903045 
RDBECOLITUC01018	yghQ	RDBECOLIOPC01624	yghQ	yghQ				COMP-AINF:W		W	 
RDBECOLITUC01019	yghSR	RDBECOLIOPC02439	yghSR	yghR;yghS				COMP-AINF:W		W	 
RDBECOLITUC01020	pitB	RDBECOLIOPC01974	pitB	pitB	RDBECOLIPMC03028	pitBp		EXP-IMP:W;COMP-AINF:W		W	11443103 
RDBECOLITUC01021	gss	RDBECOLIOPC00953	gss	gss	RDBECOLIPMC00150	gssp		COMP-AINF:W		W	 
RDBECOLITUC01022	yghW	RDBECOLIOPC00455	yghW	yghW				COMP-AINF:W		W	 
RDBECOLITUC01023	yghX	RDBECOLIOPC01667	yghX	yghX				COMP-AINF:W		W	 
RDBECOLITUC01024	yghB	RDBECOLIOPC01162	yghB	yghB	RDBECOLIPMC00152	yghBp		COMP-AINF:W		W	 
RDBECOLITUC01025	yqhD-dkgA	RDBECOLIOPC02851	yqhD-dkgA	yqhD;dkgA	RDBECOLIPMC00494	yqhDp		EXP-IDA:W;IC-ADJ-GENES-SAME-BIO-PROCESS:W		W	20676725 
RDBECOLITUC01026	None	RDBECOLIOPC02851	yqhD-dkgA	dkgA	RDBECOLIPMC00153	dkgAp		COMP-AINF:W		W	 
RDBECOLITUC01027	yqhG	RDBECOLIOPC01704	yqhG	yqhG	RDBECOLIPMC02479	yqhGp		COMP-AINF:W		W	 
RDBECOLITUC01028	yqhH	RDBECOLIOPC01787	yqhH	yqhH				COMP-AINF:W		W	 
RDBECOLITUC01029	ygiQ	RDBECOLIOPC01758	ygiQ	ygiQ				COMP-AINF:W		W	31964733 
RDBECOLITUC01030	ftsP	RDBECOLIOPC00705	ftsP	ftsP				COMP-AINF:W		W	 
RDBECOLITUC01031	plsC	RDBECOLIOPC00502	plsC	plsC				COMP-AINF:W		W	 
RDBECOLITUC01032	parC	RDBECOLIOPC01179	parC	parC				COMP-AINF:W		W	 
RDBECOLITUC01033	ygiS	RDBECOLIOPC00475	ygiS	ygiS				COMP-AINF:W		W	 
RDBECOLITUC01034	mqsRA	RDBECOLIOPC02907	mqsRA	mqsA;mqsR	RDBECOLIPMC00304	mqsRp1		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	19690171;19909729;18309357;16768798;14727089;16352847;19943910 
RDBECOLITUC01035	ygiV	RDBECOLIOPC01303	ygiV	ygiV				COMP-AINF:W		W	 
RDBECOLITUC01036	ygiW	RDBECOLIOPC01724	ygiW	ygiW				COMP-AINF:W		W	 
RDBECOLITUC01037	mdaB	RDBECOLIOPC00373	mdaB	mdaB				COMP-AINF:W		W	21097628 
RDBECOLITUC01038	ygiN	RDBECOLIOPC01051	ygiN	ygiN				COMP-AINF:W		W	 
RDBECOLITUC01039	nudF-yqiB-cpdA-yqiA-parE	RDBECOLIOPC00361	nudF-yqiB-cpdA-yqiA-parE	parE;yqiA;cpdA;yqiB;nudF				COMP-AINF:W		W	 
RDBECOLITUC01040	tolC-ygiBC	RDBECOLIOPC02922	tolC-ygiBC	tolC;ygiB;ygiC	RDBECOLIPMC00224	tolCp4		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	20545840;31271063;19502391;12670992;14523115;35648476;17426813;12399493;29128373;31964733;18673442 
RDBECOLITUC01041	sroG-ribB	RDBECOLIOPC02015	sroG-ribB	ribB;sroG	RDBECOLIPMC00154	ribBp	RDBECOLITMC00148	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	14602901 
RDBECOLITUC01042	ubiK	RDBECOLIOPC00621	ubiK	ubiK				COMP-AINF:W		W	 
RDBECOLITUC01043	ygiL	RDBECOLIOPC01260	ygiL	ygiL				COMP-AINF:W		W	 
RDBECOLITUC01044	insC5CD5D5-yqiHIG	RDBECOLIOPC00040	insC5CD5D5-yqiHIG	yqiG;insC5;insCD5;insD5;yqiH;yqiI	RDBECOLIPMC02409	insC-5p		EXP-IEP-COREGULATION:W;COMP-AINF:W		W	21398637 
RDBECOLITUC01045	yqiJK	RDBECOLIOPC00212	yqiJK	yqiJ;yqiK				COMP-AINF:W		W	 
RDBECOLITUC01046	sibD	RDBECOLIOPC00352	sibD	sibD	RDBECOLIPMC00254	sibDp		EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	18710431 
RDBECOLITUC01047	hldE	RDBECOLIOPC00551	hldE	hldE				COMP-AINF:W		W	 
RDBECOLITUC01048	ygiF-glnE	RDBECOLIOPC02593	ygiF-glnE	glnE;ygiF				EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	8412694;31964733;21272324 
RDBECOLITUC01049	folB	RDBECOLIOPC00905	folB	folB				COMP-AINF:W		W	 
RDBECOLITUC01050	ebgR	RDBECOLIOPC01014	ebgR	ebgR	RDBECOLIPMC00155	ebgRp		COMP-AINF:W		W	 
RDBECOLITUC01051	ygjI	RDBECOLIOPC00453	ygjI	ygjI				COMP-AINF:W		W	 
RDBECOLITUC01052	ygjJK	RDBECOLIOPC01576	ygjJK	ygjJ;ygjK				COMP-AINF:W		W	 
RDBECOLITUC01053	fadH	RDBECOLIOPC00991	fadH	fadH	RDBECOLIPMC00500	fadHp		COMP-AINF:W		W	20622065 
RDBECOLITUC01054	higBA	RDBECOLIOPC00891	higBA	higA;higB	RDBECOLIPMC02419	higBp		IC-ADJ-GENES-SAME-BIO-PROCESS:W;COMP-IBA:W;COMP-AINF:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	19943910;27601326 
RDBECOLITUC01055	rlmG	RDBECOLIOPC00503	rlmG	rlmG				COMP-AINF:W		W	 
RDBECOLITUC01056	ygjP	RDBECOLIOPC01632	ygjP	ygjP				COMP-AINF:W		W	 
RDBECOLITUC01057	ygjQ	RDBECOLIOPC01641	ygjQ	ygjQ				COMP-AINF:W		W	 
RDBECOLITUC01058	ygjR	RDBECOLIOPC00405	ygjR	ygjR	RDBECOLIPMC00156	ygjRp		COMP-AINF:W		W	 
RDBECOLITUC01059	alx	RDBECOLIOPC02500	alx	alx				EXP-IEP-COREGULATION:W;COMP-AINF:W		W	19933154 
RDBECOLITUC01060	sstT	RDBECOLIOPC00898	sstT	sstT	RDBECOLIPMC00157	sstTp		COMP-AINF:W		W	 
RDBECOLITUC01061	ygjV	RDBECOLIOPC00923	ygjV	ygjV				COMP-AINF:W		W	 
RDBECOLITUC01062	yqjCDEK	RDBECOLIOPC01149	yqjCDEK	yqjC;yqjD;yqjE;yqjK	RDBECOLIPMC02754	yqjCp		COMP-AINF:W		W	 
RDBECOLITUC01063	yqjF	RDBECOLIOPC00808	yqjF	yqjF				COMP-AINF:W		W	 
RDBECOLITUC01064	yqjG	RDBECOLIOPC01737	yqjG	yqjG				COMP-AINF:W		W	 
RDBECOLITUC01065	yhaH	RDBECOLIOPC01995	yhaH	yhaH				COMP-AINF:W		W	 
RDBECOLITUC01066	yhaI	RDBECOLIOPC02396	yhaI	yhaI				COMP-AINF:W		W	 
RDBECOLITUC01067	yhaKL	RDBECOLIOPC00628	yhaKL	yhaK;yhaL				COMP-AINF:W		W	 
RDBECOLITUC01068	cyuPA	RDBECOLIOPC01473	cyuPA	cyuA;cyuP				EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;EXP-IEP-COREGULATION:W;COMP-AINF:W		S	27435271;28607157 
RDBECOLITUC01069	tdcR	RDBECOLIOPC00533	tdcR	tdcR				COMP-AINF:W		W	 
RDBECOLITUC01070	yhaBC	RDBECOLIOPC01840	yhaBC	yhaB;yhaC				COMP-AINF:W		W	 
RDBECOLITUC01071	sohA-yhaV	RDBECOLIOPC02514	sohA-yhaV	prlF;yhaV	RDBECOLIPMC03138	sohAp		EXP-IEP-COREGULATION:W;EXP-IMP-POLAR-MUTATION:S;IC-ADJ-GENES-SAME-BIO-PROCESS:W;COMP-AINF:W		S	17706670 
RDBECOLITUC01072	yraH	RDBECOLIOPC01941	yraH	yraH				COMP-AINF:W		W	 
RDBECOLITUC01073	yraIJK	RDBECOLIOPC02610	yraIJK	yraI;yraJ;yraK				COMP-AINF:W		W	 
RDBECOLITUC01074	yraQ	RDBECOLIOPC00176	yraQ	yraQ				COMP-AINF:W		W	 
RDBECOLITUC01075	yraR	RDBECOLIOPC01356	yraR	yraR	RDBECOLIPMC00564	yraRp		COMP-AINF:W		W	 
RDBECOLITUC01076	ubiT-yhbS	RDBECOLIOPC02421	ubiT-yhbS	yhbS;ubiT	RDBECOLIPMC00158	ubiTp1		COMP-AINF:W		W	 
RDBECOLITUC01077	ubiUV	RDBECOLIOPC00632	ubiUV	ubiU;ubiV				COMP-AINF:W		W	 
RDBECOLITUC01078	yhbW	RDBECOLIOPC01802	yhbW	yhbW				COMP-AINF:W		W	21097628 
RDBECOLITUC01079	deaD	RDBECOLIOPC02905	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	deaD				COMP-AINF:W		W	31964733 
RDBECOLITUC01080	nlpI	RDBECOLIOPC02905	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	nlpI				COMP-AINF:W		W	31964733 
RDBECOLITUC01081	yhbX	RDBECOLIOPC00132	yhbX	yhbX				COMP-AINF:W		W	 
RDBECOLITUC01082	folP-glmM	RDBECOLIOPC00575	folP-glmM	glmM;folP				EXP-IMP-POLAR-MUTATION:S;COMP-AINF:W		S	8550580 
RDBECOLITUC01083	ispB	RDBECOLIOPC01565	ispB	ispB				COMP-AINF:W		W	 
RDBECOLITUC01084	sfsB	RDBECOLIOPC01708	sfsB	sfsB	RDBECOLIPMC02481	sfsBp		COMP-AINF:W		W	 
RDBECOLITUC01085	murA	RDBECOLIOPC02264	ibaG-murA	murA				COMP-AINF:W		W	 
RDBECOLITUC01086	ibaG	RDBECOLIOPC02264	ibaG-murA	ibaG	RDBECOLIPMC00505	ibaGp2		COMP-AINF:W		W	 
RDBECOLITUC01087	mlaFEDCB	RDBECOLIOPC02731	mlaFEDCB	mlaB;mlaC;mlaD;mlaE;mlaF	RDBECOLIPMC02545	mlaFp2		IC-ADJ-GENES-SAME-BIO-PROCESS:W;COMP-AINF:W		W	19383799 
RDBECOLITUC01088	elbB-mtgA	RDBECOLIOPC01776	elbB-mtgA	mtgA;elbB				COMP-AINF:W		W	 
RDBECOLITUC01089	yhcC	RDBECOLIOPC00164	yhcC	yhcC				COMP-AINF:W		W	 
RDBECOLITUC01090	yhcADE	RDBECOLIOPC00626	yhcADE	yhcA;yhcD;yhcE				COMP-AINF:W		W	 
RDBECOLITUC01091	yhcF	RDBECOLIOPC01385	yhcF	yhcF				COMP-AINF:W		W	 
RDBECOLITUC01092	yhcG	RDBECOLIOPC00053	yhcG	yhcG				COMP-AINF:W		W	 
RDBECOLITUC01093	nanR	RDBECOLIOPC00869	nanR	nanR				COMP-AINF:W		W	 
RDBECOLITUC01094	zapE	RDBECOLIOPC01640	zapE	zapE				COMP-AINF:W		W	 
RDBECOLITUC01095	yhcB	RDBECOLIOPC00297	yhcB	yhcB	RDBECOLIPMC00162	yhcBp		COMP-AINF:W		W	 
RDBECOLITUC01096	degQS	RDBECOLIOPC02929	degQS	degQ;degS	RDBECOLIPMC00163	degQp1		COMP-AINF:W		W	17426813 
RDBECOLITUC01097	yhcN	RDBECOLIOPC02136	yhcN	yhcN				COMP-AINF:W		W	31992590 
RDBECOLITUC01098	yhcO	RDBECOLIOPC02063	yhcO	yhcO				COMP-AINF:W		W	 
RDBECOLITUC01099	aaeXAB	RDBECOLIOPC01410	aaeXAB	aaeB;aaeA;aaeX	RDBECOLIPMC00565	aaeXp		COMP-AINF:W		W	 
RDBECOLITUC01100	tldD	RDBECOLIOPC00286	tldD	tldD				COMP-AINF:W		W	 
RDBECOLITUC01101	yhdP	RDBECOLIOPC01370	yhdP	yhdP				COMP-AINF:W		W	31964733 
RDBECOLITUC01102	csrD	RDBECOLIOPC00731	csrD	csrD				COMP-AINF:W		W	 
RDBECOLITUC01103	yhdJ	RDBECOLIOPC00098	yhdJ	yhdJ				COMP-AINF:W		W	 
RDBECOLITUC01104	yhdU	RDBECOLIOPC01793	yhdU	yhdU				COMP-AINF:W		W	 
RDBECOLITUC01105	yhdV	RDBECOLIOPC01759	yhdV	yhdV				COMP-AINF:W		W	32571968 
RDBECOLITUC01106	trkA	RDBECOLIOPC02292	trkA	trkA	RDBECOLIPMC03179	trkAp		COMP-AINF:W		W	 
RDBECOLITUC01107	mscL	RDBECOLIOPC00006	mscL	mscL	RDBECOLIPMC00164	mscLp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	15718303 
RDBECOLITUC01108	arfA	RDBECOLIOPC02394	arfA	arfA	RDBECOLIPMC02015	arfAp3	RDBECOLITMC00117	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	21952205;21435036 
RDBECOLITUC01109	yhdN-zntR	RDBECOLIOPC01220	yhdN-zntR	zntR;yhdN	RDBECOLIPMC03158	yhdNp		EXP-IEP-COREGULATION:W;COMP-AINF:W		W	16818608 
RDBECOLITUC01110	gspCDEFGHIJKLMO	RDBECOLIOPC00508	gspCDEFGHIJKLMO	gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gspO	RDBECOLIPMC03055	gspCp3		COMP-AINF:W		W	 
RDBECOLITUC01111	bfd-bfr	RDBECOLIOPC01458	bfd-bfr	bfr;bfd				COMP-AINF:W		W	32571968;29659799 
RDBECOLITUC01112	yheO-tusDCB	RDBECOLIOPC01729	yheO-tusDCB	tusB;tusC;tusD;yheO	RDBECOLIPMC00166	yheOp1		COMP-AINF:W		W	 
RDBECOLITUC01113	slyD	RDBECOLIOPC01146	slyD	slyD				COMP-AINF:W		W	 
RDBECOLITUC01114	kefGB-yheV	RDBECOLIOPC02091	kefGB-yheV	yheV;kefB;kefG				COMP-AINF:W		W	 
RDBECOLITUC01115	yheSTU	RDBECOLIOPC00256	yheSTU	yheS;yheT;yheU				COMP-AINF:W		W	 
RDBECOLITUC01116	prkB	RDBECOLIOPC00322	prkB	prkB	RDBECOLIPMC00168	prkBp		COMP-AINF:W		W	 
RDBECOLITUC01117	tsgA	RDBECOLIOPC01279	tsgA	tsgA	RDBECOLIPMC00169	tsgAp		COMP-AINF:W		W	 
RDBECOLITUC01118	yhfL	RDBECOLIOPC02259	yhfL	yhfL				COMP-AINF:W		W	 
RDBECOLITUC01119	yhfXW-php-yhfUTS	RDBECOLIOPC01929	yhfXW-php-yhfUTS	yhfS;yhfT;yhfU;php;yhfW;yhfX				COMP-AINF:W		W	 
RDBECOLITUC01120	yhfZY	RDBECOLIOPC01067	yhfZY	yhfY;yhfZ				COMP-AINF:W		W	19969540 
RDBECOLITUC01121	hofQ	RDBECOLIOPC01882	hofQ	hofQ				COMP-AINF:W		W	 
RDBECOLITUC01122	hofMNOP	RDBECOLIOPC01449	hofMNOP	hofP;hofO;hofN;hofM	RDBECOLIPMC00283	hofMp		COMP-AINF:W		W	 
RDBECOLITUC01123	igaA	RDBECOLIOPC01815	igaA	igaA				COMP-AINF:W		W	 
RDBECOLITUC01124	yrfG-hslR	RDBECOLIOPC01045	hslR-hslO	yrfG;hslR	RDBECOLIPMC03261	yrfGp		COMP-AINF:W		W	 
RDBECOLITUC01125	hslO	RDBECOLIOPC01045	hslR-hslO	hslO				COMP-AINF:W		W	 
RDBECOLITUC01126	greB	RDBECOLIOPC01381	greB	greB				COMP-AINF:W		W	 
RDBECOLITUC01127	yhgF	RDBECOLIOPC00888	yhgF	yhgF				COMP-AINF:W		W	 
RDBECOLITUC01128	rpnA	RDBECOLIOPC00710	rpnA	rpnA				COMP-AINF:W		W	 
RDBECOLITUC01129	yzgL	RDBECOLIOPC01488	yzgL	yzgL				COMP-AINF:W		W	 
RDBECOLITUC01130	asd	RDBECOLIOPC01872	asd	asd				COMP-AINF:W		W	 
RDBECOLITUC01131	yhhW	RDBECOLIOPC02532	yhhW	yhhW				COMP-AINF:W		W	 
RDBECOLITUC01132	yhhX	RDBECOLIOPC02266	yhhX	yhhX				COMP-AINF:W		W	 
RDBECOLITUC01133	yhhZ-yrhA-insA6AB6B6	RDBECOLIOPC00642	yhhZ-yrhA-insA6AB6B6	yhhZ;yrhA;insA6;insAB6;insB6				COMP-AINF:W		W	 
RDBECOLITUC01134	yrhB	RDBECOLIOPC01904	yrhB	yrhB				COMP-AINF:W		W	 
