# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) conformationName.  Name of the active conformation of the regulator.
## (5) regulatedId. Gene ID regulated by the Regulator (regulated Gene)
## (6) regulatedName. Gene regulated by the Regulator (regulated Gene)
## (7) function. Regulatory Function of the Regulator on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (8) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)conformationName	5)regulatedId	6)regulatedName	7)function	8)confidenceLevel 
RDBECOLITFC00069	MurR	murR	DNA-binding transcriptional dual regulator MurR	RDBECOLIGNC04127	murP	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00005	dcuB	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00010	cydC	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00028	adhE	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00091	aspA	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00149	moeA	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00150	moeB	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00183	cysG	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00226	dmsA	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00227	dmsB	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00228	dmsC	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00279	fdhF	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00324	frdA	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00325	frdB	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00326	frdC	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00327	frdD	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00350	fumB	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00461	hyaA	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00462	hyaB	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00463	hyaC	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00464	hyaD	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00465	hyaE	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00466	hyaF	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00630	narG	+	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00631	narH	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00632	narI	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00633	narJ	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00634	narK	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00645	nirB	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00646	nirC	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00647	nirD	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00660	ogt	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00692	pflB	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC00744	poxB	+	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01107	ompW	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01202	dcuA	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01204	fdnG	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01205	fdnH	+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01206	fdnI	+	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01232	focA	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01336	ubiC	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01337	ubiA	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01370	cydD	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01472	nikR	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01705	nuoM	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01706	nuoF	+	W 
RDBECOLITFC00070	NarL	narL	DNA-+binding transcriptional dual regulator NarL-+phosphorylated	RDBECOLIGNC01712	nrfA	-+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01730	hybA	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01731	hybB	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01732	hybC	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01733	hybD	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01734	hybE	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01735	hybF	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01736	hybG	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01744	torA	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01745	torC	-	W 
RDBECOLITFC00070	NarL	narL	DNA-+binding transcriptional dual regulator NarL-+phosphorylated	RDBECOLIGNC01869	nrfB	-+	C 
RDBECOLITFC00070	NarL	narL	DNA-+binding transcriptional dual regulator NarL-+phosphorylated	RDBECOLIGNC01870	nrfC	-+	C 
RDBECOLITFC00070	NarL	narL	DNA-+binding transcriptional dual regulator NarL-+phosphorylated	RDBECOLIGNC01871	nrfD	-+	C 
RDBECOLITFC00070	NarL	narL	DNA-+binding transcriptional dual regulator NarL-+phosphorylated	RDBECOLIGNC01872	nrfE	-+	C 
RDBECOLITFC00070	NarL	narL	DNA-+binding transcriptional dual regulator NarL-+phosphorylated	RDBECOLIGNC01873	nrfF	-+	C 
RDBECOLITFC00070	NarL	narL	DNA-+binding transcriptional dual regulator NarL-+phosphorylated	RDBECOLIGNC01874	nrfG	-+	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01961	ccmH	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01962	ccmG	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01963	ccmF	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01964	ccmE	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01965	ccmC	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01966	ccmB	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01967	ccmA	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01968	napC	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01969	napB	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01970	napH	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01971	napG	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01972	napA	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01973	napF	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01977	nikA	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01978	nikB	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01979	nikC	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01980	nikD	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01981	nikE	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01984	nuoA	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01985	nuoB	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01986	nuoC	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01987	nuoE	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01988	nuoG	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01989	nuoH	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01990	nuoI	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01991	nuoJ	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01992	nuoK	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01993	nuoL	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC01994	nuoN	+	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC02039	napD	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC02060	ccmD	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC02079	torD	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC02297	norW	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC02862	narS	+	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC02874	aspX	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03018	caiF	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03250	citG	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03251	citX	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03252	citF	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03253	citE	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03254	citD	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03255	citC	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03256	dpiB	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03257	dpiA	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03359	hcr	+	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03360	hcp	+	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03679	ydeP	+	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03732	ynfE	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03733	ynfF	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03734	ynfG	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03735	ynfH	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03736	dmsD	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03784	ydhT	-	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03785	ydhU	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03786	ydhX	-	C 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03787	ydhW	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03788	ydhV	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03789	ydhY	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03866	yoaG	+	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC03867	yeaR	+	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC04261	norV	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC04396	hybO	-	W 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC04602	dcuR	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC04603	dcuS	-	S 
RDBECOLITFC00070	NarL	narL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLIGNC04640	ytfE	+	W 
RDBECOLITFC00071	HipB	hipB	antitoxin/DNA-binding transcriptional repressor HipB	RDBECOLIGNC00435	hipB	-	S 
RDBECOLITFC00071	HipB	hipB	antitoxin/DNA-binding transcriptional repressor HipB	RDBECOLIGNC00436	hipA	-	S 
RDBECOLITFC00071	HipB	hipB	antitoxin/DNA-binding transcriptional repressor HipB	RDBECOLIGNC00563	mazE	-	S 
RDBECOLITFC00071	HipB	hipB	antitoxin/DNA-binding transcriptional repressor HipB	RDBECOLIGNC00825	relA	-	S 
RDBECOLITFC00071	HipB	hipB	antitoxin/DNA-binding transcriptional repressor HipB	RDBECOLIGNC01223	mazF	-	S 
RDBECOLITFC00071	HipB	hipB	antitoxin/DNA-binding transcriptional repressor HipB	RDBECOLIGNC03001	fadH	-	S 
RDBECOLITFC00071	HipB	hipB	antitoxin/DNA-binding transcriptional repressor HipB	RDBECOLIGNC04144	eutA	-	S 
RDBECOLITFC00071	HipB	hipB	antitoxin/DNA-binding transcriptional repressor HipB	RDBECOLIGNC04145	eutH	-	S 
RDBECOLITFC00072	BluR	bluR	DNA-binding transcriptional repressor BluR	RDBECOLIGNC03502	ycgZ	-	C 
RDBECOLITFC00072	BluR	bluR	DNA-binding transcriptional repressor BluR	RDBECOLIGNC03503	ymgA	-	C 
RDBECOLITFC00072	BluR	bluR	DNA-binding transcriptional repressor BluR	RDBECOLIGNC03504	ariR	-	C 
RDBECOLITFC00072	BluR	bluR	DNA-binding transcriptional repressor BluR	RDBECOLIGNC03505	ymgC	-	C 
RDBECOLITFC00073	YgiV	ygiV	DNA-binding transcriptional repressor YgiV	RDBECOLIGNC03650	mcbR	-	S 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00208	ddlB	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00259	lpxC	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00333	ftsA	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00335	ftsI	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00336	ftsQ	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00338	ftsW	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00341	ftsZ	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00596	mraY	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00611	murC	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00612	murD	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00613	murE	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00614	murF	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC00615	murG	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC01071	mraZ	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC01072	rsmH	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC01073	ftsL	-	C 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC01179	mioC	-	S 
RDBECOLITFC00074	MraZ	mraZ	DNA-binding transcriptional repressor MraZ	RDBECOLIGNC02859	ftsO	-	C 
RDBECOLITFC00075	IclR	iclR	IclR-pyruvate DNA-binding transcriptional repressor	RDBECOLIGNC00019	aceA	-	S 
RDBECOLITFC00075	IclR	iclR	IclR-pyruvate DNA-binding transcriptional repressor	RDBECOLIGNC00020	aceB	-	S 
RDBECOLITFC00075	IclR	iclR	IclR-pyruvate DNA-binding transcriptional repressor	RDBECOLIGNC00023	aceK	-	S 
RDBECOLITFC00075	IclR	iclR	IclR-pyruvate DNA-binding transcriptional repressor	RDBECOLIGNC00484	iclR	-	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00211	accD	+	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00267	fabA	+	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00268	fabB	+	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00269	accB	+	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00270	accC	+	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00271	fabH	+	C 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00272	fadA	-	W 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00273	fadB	-	W 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00274	fadL	-	C 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC00484	iclR	+	C 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC01287	fabD	+	C 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC01288	fabG	+	C 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC01356	uspA	-	C 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC01481	fabI	+	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC01483	fadD	-	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC01589	accA	+	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC02956	sroD	-	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC03001	fadH	-	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC03035	fadE	-	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC03162	fadM	-	W 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC04076	fadJ	-	S 
RDBECOLITFC00076	FadR	fadR	DNA-binding transcriptional dual regulator FadR	RDBECOLIGNC04077	fadI	-	S 
RDBECOLITFC00076	FadR	fadR	FadR-an acyl-CoA	RDBECOLIGNC00275	fadR	+	W 
RDBECOLITFC00077	HdfR	hdfR	DNA-binding transcriptional dual regulator HdfR	RDBECOLIGNC00313	flhC	-	S 
RDBECOLITFC00077	HdfR	hdfR	DNA-binding transcriptional dual regulator HdfR	RDBECOLIGNC00314	flhD	-	S 
RDBECOLITFC00077	HdfR	hdfR	DNA-binding transcriptional dual regulator HdfR	RDBECOLIGNC00396	gltB	+	S 
RDBECOLITFC00077	HdfR	hdfR	DNA-binding transcriptional dual regulator HdfR	RDBECOLIGNC00397	gltD	+	S 
RDBECOLITFC00077	HdfR	hdfR	DNA-binding transcriptional dual regulator HdfR	RDBECOLIGNC01412	maoP	+	W 
RDBECOLITFC00077	HdfR	hdfR	DNA-binding transcriptional dual regulator HdfR	RDBECOLIGNC01468	gltF	+	S 
RDBECOLITFC00078	OmpR	ompR	DNA-binding transcriptional dual regulator OmpR	RDBECOLIGNC00127	cadA	-	S 
RDBECOLITFC00078	OmpR	ompR	DNA-binding transcriptional dual regulator OmpR	RDBECOLIGNC00128	cadB	-	S 
RDBECOLITFC00078	OmpR	ompR	DNA-binding transcriptional dual regulator OmpR	RDBECOLIGNC00129	cadC	-	S 
RDBECOLITFC00078	OmpR	ompR	DNA-binding transcriptional dual regulator OmpR	RDBECOLIGNC00743	potE	-	S 
RDBECOLITFC00078	OmpR	ompR	DNA-binding transcriptional dual regulator OmpR	RDBECOLIGNC00952	speF	-	S 
RDBECOLITFC00078	OmpR	ompR	DNA-binding transcriptional dual regulator OmpR	RDBECOLIGNC02851	speFL	-	S 
RDBECOLITFC00078	OmpR	ompR	DNA-binding transcriptional dual regulator OmpR-phosphorylated	RDBECOLIGNC00121	bolA	-	S 
RDBECOLITFC00078	OmpR	ompR	DNA-binding transcriptional dual regulator OmpR-phosphorylated	RDBECOLIGNC00274	fadL	-	W 
