# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) regulatedId. Gene ID regulated by the Regulator (regulated Gene)
## (5) regulatedName. Gene regulated by the Regulator (regulated Gene)
## (6) function. Regulatory Function of the Regulator on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC01896	fimI	+	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC01909	yehA	-	? 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC01910	yehB	-	? 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC01911	yehC	-	? 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC01912	yehD	-	? 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02022	hisJ	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02023	hisQ	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02056	mukF	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02058	cmoM	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02063	gspM	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02068	pagP	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02077	cbpA	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02107	yhiM	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02118	mdtE	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02119	mdtF	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02120	gadW	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02121	gadX	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02222	ybgD	-	? 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02223	yfaE	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02245	rcsD	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02247	lhgD	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02301	adiC	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02306	cycA	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02325	caiE	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02354	ttdR	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02374	garP	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02393	cas2	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02447	alaU	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02448	alaV	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02469	gltT	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02470	gltU	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02472	gltW	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02481	ileU	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02482	ileV	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02500	micF	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02506	rnpB	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02508	rrfB	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02509	rrfC	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02510	rrfD	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02512	rrfG	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02513	rrfH	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02515	rrlB	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02516	rrlC	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02517	rrlD	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02519	rrlG	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02520	rrlH	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02522	rrsB	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02523	rrsC	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02524	rrsD	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02526	rrsG	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02527	rrsH	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02528	rrfF	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02536	ssrS	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02540	thrV	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02563	gadA	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02577	ybdZ	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02758	gadF	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02825	mdtU	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02829	evgL	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02856	malH	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02876	fliX	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC02887	fimR2	+	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03018	caiF	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03203	sfmA	-	? 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03336	pdeI	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03383	elfA	-	? 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03433	dgcT	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03442	csgG	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03443	csgF	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03444	csgE	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03445	csgD	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03501	bluF	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03506	pdeG	-	W 
RDBECOLITFC00050	H-+NS	hns	RDBECOLIGNC03515	hlyE	-+	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03672	dosC	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03674	gadC	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03677	ydeO	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03679	ydeP	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03742	asr	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03744	mdtI	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03745	mdtJ	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03811	rflP	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03855	cdgI	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03856	dgcJ	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03922	tcyJ	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03934	hchA	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC03936	hprR	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04074	yfcV	-	? 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04100	oxc	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04175	pdeF	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04190	csiE	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04245	glaH	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04273	cas1	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04274	casE	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04275	casD	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04276	casC	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04277	casB	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04278	casA	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04468	yraH	-	? 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04527	gspA	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04528	gspC	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04529	gspD	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04530	gspE	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04531	gspF	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04532	gspG	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04533	gspH	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04534	gspI	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04535	gspJ	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04536	gspK	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04537	gspL	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04715	yjjP	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04716	yjjQ	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04717	bglJ	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04727	nrdG	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLIGNC04733	srlA	+	W 
RDBECOLITFC00051	AlsR	alsR	RDBECOLIGNC01756	rpiB	-	W 
RDBECOLITFC00051	AlsR	alsR	RDBECOLIGNC01881	alsE	-	W 
RDBECOLITFC00051	AlsR	alsR	RDBECOLIGNC01882	alsC	-	W 
RDBECOLITFC00051	AlsR	alsR	RDBECOLIGNC01883	alsA	-	W 
RDBECOLITFC00051	AlsR	alsR	RDBECOLIGNC02300	alsB	-	W 
RDBECOLITFC00051	AlsR	alsR	RDBECOLIGNC04599	alsR	-	W 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03602	paaZ	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03603	paaA	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03604	paaB	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03605	paaC	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03606	paaD	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03607	paaE	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03608	paaF	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03609	paaG	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03610	paaH	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03611	paaI	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03612	paaJ	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03613	paaK	-	C 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03614	paaX	-	S 
RDBECOLITFC00052	PaaX	paaX	RDBECOLIGNC03615	paaY	-	S 
RDBECOLITFC00053	RclR	rclR	RDBECOLIGNC03100	rclC	+	S 
RDBECOLITFC00053	RclR	rclR	RDBECOLIGNC03101	rclB	+	S 
RDBECOLITFC00053	RclR	rclR	RDBECOLIGNC03102	rclA	+	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00208	ddlB	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00233	dnaG	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00259	lpxC	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00333	ftsA	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00335	ftsI	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00336	ftsQ	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00338	ftsW	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00341	ftsZ	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00525	lexA	-	C 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00596	mraY	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00611	murC	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00612	murD	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00613	murE	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00614	murF	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00615	murG	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00726	phr	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00737	polB	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00776	ptrA	-	C 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00813	recA	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00814	recB	-	C 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00816	recD	-	C 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00821	recN	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00823	recQ	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00886	rpoD	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00910	rpsU	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00964	ssb	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC00972	sulA	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01044	umuC	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01045	umuD	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01049	uvrA	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01050	uvrB	-	C 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01051	uvrC	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01052	uvrD	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01073	ftsL	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01123	uvrY	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01173	dinD	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01325	dinG	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01446	dinF	-	C 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01531	ybiB	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01707	ybfE	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01739	yebG	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01819	sbmC	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01914	yehF	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC01982	recX	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC02859	ftsO	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC02966	hokE	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC02981	tisB	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC02982	dinQ	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03039	yafQ	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03040	dinJ	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03045	dinB	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03046	yafN	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03047	yafO	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03048	yafP	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03367	ftsK	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03457	dinI	-	C 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03818	ydjM	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03822	cho	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC03876	yoaA	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC04588	insK	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC04710	symE	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC04746	ruvA	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLIGNC04747	ruvB	-	S 
RDBECOLITFC00055	YqhC	yqhC	RDBECOLIGNC04404	yqhD	+	S 
RDBECOLITFC00055	YqhC	yqhC	RDBECOLIGNC04405	dkgA	+	S 
RDBECOLITFC00056	YefM	yefM	RDBECOLIGNC02392	yefM	-	S 
RDBECOLITFC00056	YefM	yefM	RDBECOLIGNC02951	yoeB	-	C 
RDBECOLITFC00057	YieP	yieP	RDBECOLIGNC01670	yieP	+	W 
RDBECOLITFC00057	YieP	yieP	RDBECOLIGNC01936	yohJ	-	W 
RDBECOLITFC00057	YieP	yieP	RDBECOLIGNC02230	cusA	-	W 
RDBECOLITFC00057	YieP	yieP	RDBECOLIGNC02250	dauA	-	W 
RDBECOLITFC00057	YieP	yieP	RDBECOLIGNC02653	rydC	-	? 
RDBECOLITFC00057	YieP	yieP	RDBECOLIGNC03104	ykgE	-	W 
RDBECOLITFC00057	YieP	yieP	RDBECOLIGNC03316	ybiX	+	W 
RDBECOLITFC00058	DeoR	deoR	RDBECOLIGNC00213	deoA	-	S 
RDBECOLITFC00058	DeoR	deoR	RDBECOLIGNC00214	deoB	-	S 
RDBECOLITFC00058	DeoR	deoR	RDBECOLIGNC00215	deoC	-	S 
RDBECOLITFC00058	DeoR	deoR	RDBECOLIGNC00216	deoD	-	S 
RDBECOLITFC00058	DeoR	deoR	RDBECOLIGNC00656	nupG	-	W 
RDBECOLITFC00058	DeoR	deoR	RDBECOLIGNC01023	tsx	-	W 
RDBECOLITFC00059	HicB	hicB	RDBECOLIGNC02589	hicA	-	C 
RDBECOLITFC00059	HicB	hicB	RDBECOLIGNC03638	hicB	-	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00032	aldA	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00201	dapD	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00259	lpxC	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00351	fumC	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00457	lpxL	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00516	lacA	-	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00518	lacY	-	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00519	lacZ	-	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00562	map	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00620	fpr	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00643	nfo	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00744	poxB	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00780	purA	-	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00791	putA	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00842	rimK	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00941	sodA	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC00997	tolC	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01060	xseA	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01146	ygiB	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01147	ygiC	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01198	zwf	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01235	nfsA	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01295	acnA	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01333	rob	-	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01363	hdeA	-	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01364	hdeB	-	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01365	yhiD	-	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01376	glnD	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01385	inaA	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01388	waaY	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01389	waaZ	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01397	marA	+	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01398	marR	+	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01546	marB	+	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01644	acrA	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01645	acrB	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01816	dctR	-	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01817	slp	-	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC01930	pbpG	-	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC02341	mdaB	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC02381	mlaD	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC02382	mlaE	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC02383	mlaF	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC02390	ybjC	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC02500	micF	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC02559	nfsB	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03165	decR	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03299	acrZ	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03350	ybjN	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03393	pqiA	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03394	pqiB	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03395	pqiC	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03502	ycgZ	+	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03503	ymgA	+	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03504	ariR	+	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03505	ymgC	+	C 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC03652	yncE	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC04485	yhbW	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC04489	mlaB	+	S 
RDBECOLITFC00060	MarA	marA	RDBECOLIGNC04490	mlaC	+	S 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00110	bglB	-	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00111	bglF	-	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00112	bglG	-	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00523	leuO	-	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00546	malE	+	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00547	malF	+	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00548	malG	+	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00761	proV	-	? 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00762	proW	-	? 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC00763	proX	-	? 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC01140	fau	-	S 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC01506	stpA	-	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC02393	cas2	+	C 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC02536	ssrS	-	S 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC02856	malH	+	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC04273	cas1	+	C 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC04274	casE	+	C 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC04275	casD	+	C 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC04276	casC	+	C 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC04277	casB	+	C 
RDBECOLITFC00061	StpA	stpA	RDBECOLIGNC04278	casA	+	C 
RDBECOLITFC00062	DecR	decR	RDBECOLIGNC02373	cyuP	+	S 
RDBECOLITFC00062	DecR	decR	RDBECOLIGNC04456	cyuA	+	S 
RDBECOLITFC00063	CadC	cadC	RDBECOLIGNC00127	cadA	+	S 
RDBECOLITFC00063	CadC	cadC	RDBECOLIGNC00128	cadB	+	S 
RDBECOLITFC00063	CadC	cadC	RDBECOLIGNC00129	cadC	+	W 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC00355	galE	-+	C 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC00356	galK	-+	C 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC00357	galR	-	S 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC00358	galS	-	W 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC00359	galT	-+	C 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC00584	mglA	-	W 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC00585	mglB	-	W 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC00586	mglC	-	W 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC01639	galM	-+	C 
RDBECOLITFC00064	GalR	galR	RDBECOLIGNC02043	galP	-	C 
RDBECOLITFC00065	ChbR	chbR	RDBECOLIGNC00136	chbB	-+	S 
