entity_id,entity_type,name,aliases,default_state,allowed_states,annotation,pathways,subcellular_location,source_database,source_id,external_ids,is_external,complex_type,is_virtual,components,critical_components,assembly_condition,notes
gene.b0518,gene,fdrA,b0518|fdrA|fdrA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0518,"Dbxref:ASAP:ABE-0001784,ECOCYC:G6287,GeneID:946298|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:546680-548347:+; feature_type=gene
gene.b4572,gene,ylbE,b4572|ylbE|ylbE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4572,"Dbxref:ASAP:ABE-0285105,ECOCYC:G6288,GeneID:4056025|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:548357-549616:+; feature_type=gene
gene.b0520,gene,ylbF,b0520|ylbF|ylbF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0520,"Dbxref:ASAP:ABE-0001789,ECOCYC:G6289,GeneID:945195|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:549627-550442:+; feature_type=gene
gene.b0521,gene,ybcF,b0521|ybcF|ybcF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0521,"Dbxref:ASAP:ABE-0001791,ECOCYC:EG12384,GeneID:944972|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:550439-551332:+; feature_type=gene
gene.b0522,gene,purK,b0522|purK|purK,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0522,"Dbxref:ASAP:ABE-0001794,ECOCYC:EG10796,GeneID:945153|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:551527-552594:-; feature_type=gene
gene.b0523,gene,purE,b0523|purE|purE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0523,"Dbxref:ASAP:ABE-0001796,ECOCYC:EG10793,GeneID:949031|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:552591-553100:-; feature_type=gene
gene.b0524,gene,lpxH,b0524|lpxH|lpxH,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0524,"Dbxref:ASAP:ABE-0001804,ECOCYC:EG12666,GeneID:949053|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:553218-553940:-; feature_type=gene
gene.b0525,gene,ppiB,b0525|ppiB|ppiB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0525,"Dbxref:ASAP:ABE-0001806,ECOCYC:EG10758,GeneID:949038|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:553943-554437:-; feature_type=gene
gene.b0526,gene,cysS,b0526|cysS|cysS,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0526,"Dbxref:ASAP:ABE-0001810,ECOCYC:EG10196,GeneID:946969|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:554611-555996:+; feature_type=gene
gene.b0527,gene,ybcI,b0527|ybcI|ybcI,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0527,"Dbxref:ASAP:ABE-0001812,ECOCYC:EG12708,GeneID:945155|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:556032-556553:-; feature_type=gene
gene.b0528,gene,ybcJ,b0528|ybcJ|ybcJ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0528,"Dbxref:ASAP:ABE-0001816,ECOCYC:EG12879,GeneID:945158|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:556661-556873:-; feature_type=gene
gene.b0529,gene,folD,b0529|folD|folD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0529,"Dbxref:ASAP:ABE-0001818,ECOCYC:EG10328,GeneID:945221|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:556875-557741:-; feature_type=gene
gene.b0530,gene,sfmA,b0530|sfmA|sfmA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0530,"Dbxref:ASAP:ABE-0001825,ECOCYC:G6290,GeneID:945522|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:558212-558754:+; feature_type=gene
gene.b0531,gene,sfmC,b0531|sfmC|sfmC,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0531,"Dbxref:ASAP:ABE-0001828,ECOCYC:G6291,GeneID:945367|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:558974-559666:+; feature_type=gene
gene.b0532,gene,sfmD,b0532|sfmD|sfmD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0532,"Dbxref:ASAP:ABE-0001830,ECOCYC:G6292,GeneID:945160|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:559697-562300:+; feature_type=gene
gene.b0533,gene,sfmH,b0533|sfmH|sfmH,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0533,"Dbxref:ASAP:ABE-0001832,ECOCYC:G6293,GeneID:945407|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:562336-563319:+; feature_type=gene
gene.b0534,gene,sfmF,b0534|sfmF|sfmF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0534,"Dbxref:ASAP:ABE-0001834,ECOCYC:EG12388,GeneID:944977|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:563330-563845:+; feature_type=gene
gene.b0535,gene,fimZ,b0535|fimZ|fimZ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0535,"Dbxref:ASAP:ABE-0001836,ECOCYC:EG11103,GeneID:947079|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:563848-564480:-; feature_type=gene
gene.b0536,gene,argU,b0536|argU|argU,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0536,"Dbxref:ASAP:ABE-0001840,ECOCYC:EG30014,GeneID:945161|gbkey:Gene|gene_biotype:tRNA",false,,,,,,NC_000913.3:564723-564799:+; feature_type=gene
rna.b0536,rna,argU,b0536|argU,active,active|inhibited|degraded|overexpressed,tRNA-Arg,,cytosol,NCBI RefSeq,rna-b0536,"Dbxref:ASAP:ABE-0001840,ECOCYC:EG30014,GeneID:945161|gbkey:tRNA",false,,,,,,NC_000913.3:564723-564799:+; feature_type=tRNA
gene.b0537,gene,intD,b0537|intD|intD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0537,"Dbxref:ASAP:ABE-0001842,ECOCYC:EG10507,GeneID:947162|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:564815-565978:-; feature_type=gene
gene.b0540,gene,insE3,b0540|insE3|insE3,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0540,"Dbxref:ASAP:ABE-0001855,ECOCYC:G6296,GeneID:945759|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:566842-567141:+; feature_type=gene
gene.b0541,gene,insF3,b0541|insF3|insF3,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0541,"Dbxref:ASAP:ABE-0001857,ECOCYC:G6297,GeneID:947988|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:567138-568004:+; feature_type=gene
gene.b0543,gene,emrE,b0543|emrE|emrE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0543,"Dbxref:ASAP:ABE-0001863,ECOCYC:EG10629,GeneID:948442|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:568315-568647:+; feature_type=gene
gene.b4733,gene,ylcJ,b4733|ylcJ|ylcJ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4733,"Dbxref:ECOCYC:G0-16728,GeneID:38094943|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:568695-568844:+; feature_type=gene
gene.b0544,gene,ybcK,b0544|ybcK|ybcK,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0544,"Dbxref:ASAP:ABE-0001866,ECOCYC:G6300,GeneID:945166|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:568902-570428:+; feature_type=gene
gene.b0545,gene,ybcL,b0545|ybcL|ybcL,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0545,"Dbxref:ASAP:ABE-0001869,ECOCYC:G6301,GeneID:945165|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:570893-571444:+; feature_type=gene
gene.b0546,gene,ybcM,b0546|ybcM|ybcM,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0546,"Dbxref:ASAP:ABE-0001871,ECOCYC:G6302,GeneID:945163|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:571454-572251:+; feature_type=gene
gene.b4588,gene,ylcH,b4588|ylcH|ylcH,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4588,"Dbxref:ECOCYC:G0-10584,GeneID:5061504|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:572368-572469:+; feature_type=gene
gene.b0547,gene,ybcN,b0547|ybcN|ybcN,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0547,"Dbxref:ASAP:ABE-0001874,ECOCYC:G6303,GeneID:945162|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:572466-572921:+; feature_type=gene
gene.b0548,gene,ninE,b0548|ninE|ninE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0548,"Dbxref:ASAP:ABE-0001876,ECOCYC:G6304,GeneID:945151|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:572921-573091:+; feature_type=gene
gene.b0549,gene,ybcO,b0549|ybcO|ybcO,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0549,"Dbxref:ASAP:ABE-0001878,ECOCYC:G6305,GeneID:945147|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:573084-573374:+; feature_type=gene
gene.b0550,gene,rusA,b0550|rusA|rusA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0550,"Dbxref:ASAP:ABE-0001880,ECOCYC:G6306,GeneID:945174|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:573371-573733:+; feature_type=gene
gene.b4509,gene,ylcG,b4509|ylcG|ylcG,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4509,"Dbxref:ASAP:ABE-0285030,ECOCYC:G0-10435,GeneID:1450240|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:573730-573870:+; feature_type=gene
gene.b0551,gene,quuD,b0551|quuD|quuD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0551,"Dbxref:ASAP:ABE-0001883,ECOCYC:G6307,GeneID:945177|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:573956-574339:+; feature_type=gene
gene.b0552,gene,insH2,b0552|insH2|insH2,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0552,"Dbxref:ASAP:ABE-0001886,ECOCYC:G6308,GeneID:946163|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:574737-575717:-; feature_type=gene
gene.b0554,gene,essD,b0554|essD|essD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0554,"Dbxref:ASAP:ABE-0001895,ECOCYC:G6309,GeneID:947545|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:577398-577613:+; feature_type=gene
gene.b0555,gene,rrrD,b0555|rrrD|rrrD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0555,"Dbxref:ASAP:ABE-0001898,ECOCYC:G6310,GeneID:947539|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:577613-578110:+; feature_type=gene
gene.b0556,gene,rzpD,b0556|rzpD|rzpD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0556,"Dbxref:ASAP:ABE-0001900,ECOCYC:G6311,GeneID:945929|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:578107-578568:+; feature_type=gene
gene.b4510,gene,rzoD,b4510|rzoD|rzoD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4510,"Dbxref:ASAP:ABE-0285031,ECOCYC:G0-10436,GeneID:1450242|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:578327-578509:+; feature_type=gene
gene.b0557,gene,borD,b0557|borD|borD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0557,"Dbxref:ASAP:ABE-0001902,ECOCYC:G6312,GeneID:948980|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:578600-578893:-; feature_type=gene
gene.b0558,gene,ybcV,b0558|ybcV|ybcV,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0558,"Dbxref:ASAP:ABE-0001907,ECOCYC:G6313,GeneID:945178|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:579184-579594:-; feature_type=gene
gene.b0559,gene,ybcW,b0559|ybcW|ybcW,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0559,"Dbxref:ASAP:ABE-0001912,ECOCYC:G6314,GeneID:945175|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:579880-580086:+; feature_type=gene
gene.b4589,gene,ylcI,b4589|ylcI|ylcI,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4589,"Dbxref:ECOCYC:G0-10585,GeneID:5061499|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:580251-580445:-; feature_type=gene
gene.b0560,gene,nohD,b0560|nohD|nohD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0560,"Dbxref:ASAP:ABE-0001915,ECOCYC:EG11635,GeneID:945172|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:580834-581379:+; feature_type=gene
gene.b0561,gene,tfaD,b0561|tfaD|tfaD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0561,"Dbxref:ASAP:ABE-0001917,ECOCYC:G6315,GeneID:945171|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:581534-582097:+; feature_type=gene
gene.b0563,gene,tfaX,b0563|tfaX|tfaX,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0563,"Dbxref:ASAP:ABE-0001926,ECOCYC:G6317,GeneID:945183|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:582875-583060:+; feature_type=gene
gene.b0564,gene,appY,b0564|appY|appY,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0564,"Dbxref:ASAP:ABE-0001929,ECOCYC:EG10050,GeneID:948797|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:583681-584430:+; feature_type=gene
gene.b0565,gene,ompT,b0565|ompT|ompT,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0565,"Dbxref:ASAP:ABE-0001931,ECOCYC:EG10673,GeneID:945185|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:584680-585633:-; feature_type=gene
gene.b0566,gene,envY,b0566|envY|envY,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0566,"Dbxref:ASAP:ABE-0001935,ECOCYC:EG10268,GeneID:949114|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:586147-586908:-; feature_type=gene
gene.b0567,gene,ybcH,b0567|ybcH|ybcH,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0567,"Dbxref:ASAP:ABE-0001937,ECOCYC:EG12448,GeneID:945186|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:587091-587981:-; feature_type=gene
gene.b0568,gene,nfrA,b0568|nfrA|nfrA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0568,"Dbxref:ASAP:ABE-0001939,ECOCYC:EG11740,GeneID:944741|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:587982-590954:-; feature_type=gene
gene.b0569,gene,nfrB,b0569|nfrB|nfrB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0569,"Dbxref:ASAP:ABE-0001942,ECOCYC:EG11739,GeneID:945849|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:590941-593178:-; feature_type=gene
gene.b0570,gene,cusS,b0570|cusS|cusS,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0570,"Dbxref:ASAP:ABE-0001946,ECOCYC:G6318,GeneID:945978|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:593328-594770:-; feature_type=gene
gene.b0571,gene,cusR,b0571|cusR|cusR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0571,"Dbxref:ASAP:ABE-0001948,ECOCYC:G6319,GeneID:945003|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:594760-595443:-; feature_type=gene
gene.b0572,gene,cusC,b0572|cusC|cusC,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0572,"Dbxref:ASAP:ABE-0001958,ECOCYC:G6320,GeneID:946288|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:595600-596973:+; feature_type=gene
gene.b0573,gene,cusF,b0573|cusF|cusF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0573,"Dbxref:ASAP:ABE-0001967,ECOCYC:G6321,GeneID:945188|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:597131-597463:+; feature_type=gene
gene.b0574,gene,cusB,b0574|cusB|cusB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0574,"Dbxref:ASAP:ABE-0001969,ECOCYC:G6322,GeneID:945189|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:597479-598702:+; feature_type=gene
gene.b0575,gene,cusA,b0575|cusA|cusA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0575,"Dbxref:ASAP:ABE-0001971,ECOCYC:EG12367,GeneID:945191|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:598714-601857:+; feature_type=gene
gene.b0576,gene,pheP,b0576|pheP|pheP,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0576,"Dbxref:ASAP:ABE-0001976,ECOCYC:EG10708,GeneID:945199|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:601959-603335:+; feature_type=gene
gene.b0577,gene,ybdG,b0577|ybdG|ybdG,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0577,"Dbxref:ASAP:ABE-0001978,ECOCYC:G6323,GeneID:946243|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:603416-604663:-; feature_type=gene
gene.b0578,gene,nfsB,b0578|nfsB|nfsB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0578,"Dbxref:ASAP:ABE-0001981,ECOCYC:EG50005,GeneID:945778|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:604771-605424:-; feature_type=gene
gene.b0579,gene,ybdF,b0579|ybdF|ybdF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0579,"Dbxref:ASAP:ABE-0001986,ECOCYC:G6324,GeneID:948302|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:605518-605886:-; feature_type=gene
gene.b0580,gene,ybdJ,b0580|ybdJ|ybdJ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0580,"Dbxref:ASAP:ABE-0001988,ECOCYC:G6325,GeneID:947183|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:605951-606199:-; feature_type=gene
gene.b0581,gene,ybdK,b0581|ybdK|ybdK,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0581,"Dbxref:ASAP:ABE-0001992,ECOCYC:G6326,GeneID:947246|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:606265-607383:-; feature_type=gene
gene.b4835,gene,sokE,b4835|sokE|sokE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4835,"Dbxref:ECOCYC:G0-17110,GeneID:71004555|gbkey:Gene|gene_biotype:ncRNA",false,,,,,,NC_000913.3:607733-607792:-; feature_type=gene
rna.b4835,rna,sokE,b4835|sokE,active,active|inhibited|degraded|overexpressed,small RNA SokE,,cytosol,NCBI RefSeq,rna-b4835,"Dbxref:ECOCYC:G0-17110,GeneID:71004555|gbkey:ncRNA",false,,,,,,NC_000913.3:607733-607792:-; feature_type=ncRNA
gene.b4415,gene,hokE,b4415|hokE|hokE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4415,"Dbxref:ASAP:ABE-0047279,ECOCYC:G0-9582,GeneID:2847715|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:607836-607988:+; feature_type=gene
gene.b0582,gene,insL2,b0582|insL2|insL2,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0582,"Dbxref:ASAP:ABE-0002007,ECOCYC:G6327,GeneID:945200|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:608065-609177:+; feature_type=gene
gene.b0583,gene,entD,b0583|entD|entD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0583,"Dbxref:ASAP:ABE-0002009,ECOCYC:EG10262,GeneID:945194|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:609459-610079:-; feature_type=gene
gene.b0584,gene,fepA,b0584|fepA|fepA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0584,"Dbxref:ASAP:ABE-0002014,ECOCYC:EG10293,GeneID:945193|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:610254-612494:-; feature_type=gene
gene.b0585,gene,fes,b0585|fes|fes,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0585,"Dbxref:ASAP:ABE-0002019,ECOCYC:EG10299,GeneID:945181|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:612737-613939:+; feature_type=gene
gene.b4511,gene,ybdZ,b4511|ybdZ|ybdZ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4511,"Dbxref:ASAP:ABE-0285032,ECOCYC:G0-10437,GeneID:1450243|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:613942-614160:+; feature_type=gene
gene.b0586,gene,entF,b0586|entF|entF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0586,"Dbxref:ASAP:ABE-0002021,ECOCYC:EG10264,GeneID:945184|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:614157-618038:+; feature_type=gene
gene.b0587,gene,fepE,b0587|fepE|fepE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b0587,"Dbxref:ASAP:ABE-0002023,ECOCYC:EG10297,GeneID:945180|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:618254-619387:+; feature_type=gene
