source_string_id,target_string_id,source_entity_ids,target_entity_ids,source_mapping_status,target_mapping_status,network_type,score,score_norm,experimental,database,textmining,combined_score
511145.b3318,511145.b3230,protein.P0ADZ0,protein.P0A7X3,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3318,511145.b0637,protein.P0ADZ0,protein.P0AAT6,unique,unique,physical_association,885,0.885,886,0,0,885
511145.b3318,511145.b3986,protein.P0ADZ0,protein.P0A7K2,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3318,511145.b2569,protein.P0ADZ0,protein.P60785,unique,unique,physical_association,963,0.963,963,0,0,963
511145.b3318,511145.b4202,protein.P0ADZ0,protein.P0A7T7,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3318,511145.b3312,protein.P0ADZ0,protein.P0A7M6,unique,unique,physical_association,995,0.995,985,739,0,995
511145.b3318,511145.b3707,protein.P0ADZ0,protein.P0AD89,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3318,511145.b3981,protein.P0ADZ0,protein.P0AG96,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b3318,511145.b3320,protein.P0ADZ0,protein.P60438,unique,unique,physical_association,986,0.986,947,752,0,986
511145.b3318,511145.b3987,protein.P0ADZ0,protein.P0A8V2,unique,unique,physical_association,806,0.806,806,0,0,806
511145.b3318,511145.b3231,protein.P0ADZ0,protein.P0AA10,unique,unique,physical_association,981,0.981,935,730,0,981
511145.b3318,511145.b3984,protein.P0ADZ0,protein.P0A7L0,unique,unique,physical_association,984,0.984,948,724,0,984
511145.b3318,511145.b3305,protein.P0ADZ0,protein.P0AG55,unique,unique,physical_association,985,0.985,949,722,0,985
511145.b3318,511145.b3308,protein.P0ADZ0,protein.P62399,unique,unique,physical_association,959,0.959,949,249,0,959
511145.b3318,511145.b3464,protein.P0ADZ0,protein.P10121,unique,unique,physical_association,888,0.888,888,0,0,888
511145.b3318,511145.b3183,protein.P0ADZ0,protein.P42641,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3318,511145.b4375,protein.P0ADZ0,protein.P0A7I4,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3318,511145.b4173,protein.P0ADZ0,protein.P25519,unique,unique,physical_association,885,0.885,885,0,0,885
511145.b3318,511145.b2620,protein.P0ADZ0,protein.P0A832,unique,unique,physical_association,926,0.926,926,0,0,926
511145.b3318,511145.b2610,protein.P0ADZ0,protein.P0AGD7,unique,unique,physical_association,989,0.989,985,88,281,989
511145.b3319,511145.b3311,protein.P60723,protein.P0AG63,unique,unique,physical_association,990,0.990,945,772,286,990
511145.b3319,511145.b3299,protein.P60723,protein.P0A7Q6,unique,unique,physical_association,919,0.919,919,0,0,919
511145.b3319,511145.b3317,protein.P60723,protein.P60422,unique,unique,physical_association,976,0.976,954,140,442,976
511145.b3319,511145.b3342,protein.P60723,protein.P0A7S3,unique,unique,physical_association,987,0.987,945,772,0,987
511145.b3319,511145.b3649,protein.P60723,protein.P0A800,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3319,511145.b0957,protein.P60723,protein.P0A910,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3319,511145.b0953,protein.P60723,protein.P0AFW2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3319,511145.b3302,protein.P60723,protein.P0AG51,unique,unique,physical_association,981,0.981,945,571,283,981
511145.b3319,511145.b3303,protein.P60723,protein.P0A7W1,unique,unique,physical_association,992,0.992,947,772,436,992
511145.b3319,511145.b3307,protein.P60723,protein.P0AG59,unique,unique,physical_association,987,0.987,945,772,0,987
511145.b3319,511145.b0023,protein.P60723,protein.P0A7U7,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b3287,protein.P60723,protein.P0A6K3,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b3319,511145.b3936,protein.P60723,protein.P0A7M9,unique,unique,physical_association,919,0.919,919,0,0,919
511145.b3319,511145.b3175,protein.P60723,protein.P0AG99,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3319,511145.b0169,protein.P60723,protein.P0A7V0,unique,unique,physical_association,987,0.987,947,772,0,987
511145.b3319,511145.b3400,protein.P60723,protein.P0ACG8,unique,unique,physical_association,885,0.885,886,0,0,885
511145.b3319,511145.b3985,protein.P60723,protein.P0A7J3,unique,unique,physical_association,987,0.987,935,743,304,987
511145.b3319,511145.b3988,protein.P60723,protein.P0A8T7,unique,unique,physical_association,806,0.806,806,0,0,806
511145.b3319,511145.b3165,protein.P60723,protein.P0ADZ4,unique,unique,physical_association,987,0.987,945,772,0,987
511145.b3319,511145.b3982,protein.P60723,protein.P0AFG0,unique,unique,physical_association,813,0.813,813,0,0,813
511145.b3319,511145.b4234,protein.P60723,protein.P0A8X0,unique,unique,physical_association,804,0.804,804,0,0,804
511145.b3319,511145.b3168,protein.P60723,protein.P0A705,unique,unique,physical_association,744,0.744,744,0,0,744
511145.b3319,511145.b3300,protein.P60723,protein.P0AGA2,unique,unique,physical_association,937,0.937,938,0,0,937
511145.b3319,511145.b0093,protein.P60723,protein.P06136,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3319,511145.b3295,protein.P60723,protein.P0A7Z4,unique,unique,physical_association,807,0.807,807,0,0,807
511145.b3319,511145.b2331,protein.P60723,protein.P0A8B2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3319,511145.b4506,protein.P60723,protein.Q2EEQ2,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b3319,511145.b3703,protein.P60723,protein.P0A7P5,unique,unique,physical_association,971,0.971,972,0,0,971
511145.b3319,511145.b3318,protein.P60723,protein.P0ADZ0,unique,unique,physical_association,986,0.986,949,743,0,986
511145.b3319,511145.b3298,protein.P60723,protein.P0A7S9,unique,unique,physical_association,991,0.991,949,772,285,991
511145.b3319,511145.b2185,protein.P60723,protein.P68919,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b2474,protein.P60723,protein.P76562,unique,unique,physical_association,708,0.708,708,0,0,708
511145.b3319,511145.b1089,protein.P60723,protein.P0A7N4,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b1282,protein.P60723,protein.P08245,unique,unique,physical_association,742,0.742,742,0,0,742
511145.b3319,511145.b3310,protein.P60723,protein.P0ADY3,unique,unique,physical_association,959,0.959,951,200,0,959
511145.b3319,511145.b3321,protein.P60723,protein.P0A7R5,unique,unique,physical_association,993,0.993,949,772,459,993
511145.b3319,511145.b1716,protein.P60723,protein.P0A7L3,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b3304,protein.P60723,protein.P0C018,unique,unique,physical_association,983,0.983,945,603,286,983
511145.b3319,511145.b3306,protein.P60723,protein.P0A7W7,unique,unique,physical_association,990,0.990,945,772,286,990
511145.b3319,511145.b2516,protein.P60723,protein.P27434,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3319,511145.b3186,protein.P60723,protein.P0AG48,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b3297,protein.P60723,protein.P0A7R9,unique,unique,physical_association,991,0.991,950,772,285,991
511145.b3319,511145.b3169,protein.P60723,protein.P0AFF6,unique,unique,physical_association,805,0.805,805,0,0,805
511145.b3319,511145.b0436,protein.P60723,protein.P0A850,unique,unique,physical_association,886,0.886,886,0,0,886
511145.b3319,511145.b0911,protein.P60723,protein.P0AG67,unique,unique,physical_association,941,0.941,941,0,0,941
511145.b3319,511145.b2891,protein.P60723,protein.P07012,unique,unique,physical_association,950,0.950,950,0,0,950
511145.b3319,511145.b3316,protein.P60723,protein.P0A7U3,unique,unique,physical_association,987,0.987,945,772,0,987
511145.b3319,511145.b4203,protein.P60723,protein.P0A7R1,unique,unique,physical_association,955,0.955,945,0,215,955
511145.b3319,511145.b4200,protein.P60723,protein.P02358,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b0098,protein.P60723,protein.P10408,unique,unique,physical_association,806,0.806,806,0,0,806
511145.b3319,511145.b3339,protein.P60723,protein.P0CE47,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b3319,511145.b2609,protein.P60723,protein.P0A7T3,unique,unique,physical_association,946,0.946,945,0,53,946
511145.b3319,511145.b2610,protein.P60723,protein.P0AGD7,unique,unique,physical_association,948,0.948,945,88,0,948
511145.b3319,511145.b4173,protein.P60723,protein.P25519,unique,unique,physical_association,914,0.914,915,0,0,914
511145.b3319,511145.b2620,protein.P60723,protein.P0A832,unique,unique,physical_association,925,0.925,925,0,0,925
511145.b3319,511145.b3183,protein.P60723,protein.P42641,unique,unique,physical_association,839,0.839,839,0,0,839
511145.b3319,511145.b4375,protein.P60723,protein.P0A7I4,unique,unique,physical_association,848,0.848,849,0,0,848
511145.b3319,511145.b3308,protein.P60723,protein.P62399,unique,unique,physical_association,971,0.971,955,200,283,971
511145.b3319,511145.b3464,protein.P60723,protein.P10121,unique,unique,physical_association,887,0.887,887,0,0,887
511145.b3319,511145.b3984,protein.P60723,protein.P0A7L0,unique,unique,physical_association,979,0.979,948,497,285,979
511145.b3319,511145.b3231,protein.P60723,protein.P0AA10,unique,unique,physical_association,960,0.960,935,221,285,960
511145.b3319,511145.b3305,protein.P60723,protein.P0AG55,unique,unique,physical_association,972,0.972,950,161,391,972
511145.b3319,511145.b3320,protein.P60723,protein.P60438,unique,unique,physical_association,975,0.975,947,226,453,975
511145.b3319,511145.b3987,protein.P60723,protein.P0A8V2,unique,unique,physical_association,809,0.809,809,0,0,809
511145.b3319,511145.b4202,protein.P60723,protein.P0A7T7,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b3312,protein.P60723,protein.P0A7M6,unique,unique,physical_association,983,0.983,945,603,306,983
511145.b3319,511145.b3707,protein.P60723,protein.P0AD89,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b3319,511145.b3981,protein.P60723,protein.P0AG96,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3319,511145.b3986,protein.P60723,protein.P0A7K2,unique,unique,physical_association,961,0.961,945,0,329,961
511145.b3319,511145.b2569,protein.P60723,protein.P60785,unique,unique,physical_association,963,0.963,963,0,0,963
511145.b3319,511145.b0637,protein.P60723,protein.P0AAT6,unique,unique,physical_association,937,0.937,937,0,0,937
511145.b3319,511145.b3230,protein.P60723,protein.P0A7X3,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b2567,protein.P60723,protein.P0A7Y0,unique,unique,physical_association,732,0.732,732,0,0,732
511145.b3319,511145.b3301,protein.P60723,protein.P02413,unique,unique,physical_association,986,0.986,972,200,438,986
511145.b3319,511145.b3636,protein.P60723,protein.P0A7N9,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b3637,protein.P60723,protein.P0A7M2,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b3340,protein.P60723,protein.P0A6M8,unique,unique,physical_association,982,0.982,979,0,206,982
511145.b3319,511145.b3296,protein.P60723,protein.P0A7V8,unique,unique,physical_association,988,0.988,952,772,0,988
511145.b3319,511145.b3203,protein.P60723,protein.P0AFX0,unique,unique,physical_association,967,0.967,967,0,0,967
511145.b3319,511145.b3590,protein.P60723,protein.P14081,unique,unique,physical_association,958,0.958,946,267,0,958
511145.b3319,511145.b2606,protein.P60723,protein.P0A7K6,unique,unique,physical_association,959,0.959,945,0,285,959
511145.b3319,511145.b2594,protein.P60723,protein.P33643,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3319,511145.b1717,protein.P60723,protein.P0A7Q1,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b3315,protein.P60723,protein.P61175,unique,unique,physical_association,992,0.992,947,868,0,992
511145.b3319,511145.b0097,protein.P60723,protein.P62395,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b3319,511145.b1211,protein.P60723,protein.P0A7I0,unique,unique,physical_association,919,0.919,920,0,0,919
511145.b3319,511145.b3313,protein.P60723,protein.P0ADY7,unique,unique,physical_association,948,0.948,945,95,0,948
511145.b3319,511145.b4147,protein.P60723,protein.P0A6N4,unique,unique,physical_association,967,0.967,967,0,0,967
511145.b3319,511145.b0191,protein.P60723,protein.P40711,unique,unique,physical_association,845,0.845,845,0,0,845
511145.b3319,511145.b3314,protein.P60723,protein.P0A7V3,unique,unique,physical_association,990,0.990,947,772,283,990
511145.b3319,511145.b0172,protein.P60723,protein.P0A805,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b3309,protein.P60723,protein.P60624,unique,unique,physical_association,963,0.963,950,309,0,963
511145.b3319,511145.b0296,protein.P60723,protein.P0A7N1,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b3319,511145.b3980,protein.P60723,protein.P0CE48,unique,unique,physical_association,802,0.802,802,0,0,802
511145.b3319,511145.b4550,protein.P60723,protein.P36675,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b3319,511145.b3556,protein.P60723,protein.P0A9X9,unique,unique,physical_association,808,0.808,808,0,0,808
511145.b3319,511145.b0884,protein.P60723,protein.P69222,unique,unique,physical_association,936,0.936,744,761,0,936
511145.b3319,511145.b3983,protein.P60723,protein.P0A7J7,unique,unique,physical_association,958,0.958,935,0,386,958
511145.b3319,511145.b3185,protein.P60723,protein.P0A7L8,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3319,511145.b3294,protein.P60723,protein.P0AG44,unique,unique,physical_association,962,0.962,949,0,286,962
511145.b3319,511145.b3065,protein.P60723,protein.P68679,unique,unique,physical_association,957,0.957,945,0,262,957
511145.b3319,511145.b3341,protein.P60723,protein.P02359,unique,unique,physical_association,990,0.990,947,772,286,990
511145.b3320,511145.b3301,protein.P60438,protein.P02413,unique,unique,physical_association,996,0.996,979,743,372,996
511145.b3320,511145.b3636,protein.P60438,protein.P0A7N9,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3637,protein.P60438,protein.P0A7M2,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b0637,protein.P60438,protein.P0AAT6,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3230,protein.P60438,protein.P0A7X3,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b2567,protein.P60438,protein.P0A7Y0,unique,unique,physical_association,732,0.732,732,0,0,732
511145.b3320,511145.b3315,protein.P60438,protein.P61175,unique,unique,physical_association,988,0.988,945,740,284,988
511145.b3320,511145.b1211,protein.P60438,protein.P0A7I0,unique,unique,physical_association,919,0.919,920,0,0,919
511145.b3320,511145.b0097,protein.P60438,protein.P62395,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b3296,protein.P60438,protein.P0A7V8,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3340,protein.P60438,protein.P0A6M8,unique,unique,physical_association,984,0.984,979,0,286,984
511145.b3320,511145.b2606,protein.P60438,protein.P0A7K6,unique,unique,physical_association,989,0.989,985,0,285,989
511145.b3320,511145.b2594,protein.P60438,protein.P33643,unique,unique,physical_association,873,0.873,874,0,0,873
511145.b3320,511145.b3203,protein.P60438,protein.P0AFX0,unique,unique,physical_association,967,0.967,967,0,0,967
511145.b3320,511145.b3590,protein.P60438,protein.P14081,unique,unique,physical_association,842,0.842,843,0,0,842
511145.b3320,511145.b1717,protein.P60438,protein.P0A7Q1,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b0172,protein.P60438,protein.P0A805,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3980,protein.P60438,protein.P0CE48,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b0296,protein.P60438,protein.P0A7N1,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b3320,511145.b3309,protein.P60438,protein.P60624,unique,unique,physical_association,960,0.960,945,299,0,960
511145.b3320,511145.b4147,protein.P60438,protein.P0A6N4,unique,unique,physical_association,967,0.967,967,0,0,967
511145.b3320,511145.b1094,protein.P60438,protein.P0A6A8,unique,unique,physical_association,725,0.725,725,0,0,725
511145.b3320,511145.b0191,protein.P60438,protein.P40711,unique,unique,physical_association,849,0.849,849,0,0,849
511145.b3320,511145.b3313,protein.P60438,protein.P0ADY7,unique,unique,physical_association,990,0.990,945,741,406,990
511145.b3320,511145.b3314,protein.P60438,protein.P0A7V3,unique,unique,physical_association,959,0.959,945,0,283,959
511145.b3320,511145.b3065,protein.P60438,protein.P68679,unique,unique,physical_association,958,0.958,945,0,264,958
511145.b3320,511145.b3341,protein.P60438,protein.P02359,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b4550,protein.P60438,protein.P36675,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b3320,511145.b3556,protein.P60438,protein.P0A9X9,unique,unique,physical_association,813,0.813,813,0,0,813
511145.b3320,511145.b3983,protein.P60438,protein.P0A7J7,unique,unique,physical_association,993,0.993,935,745,631,993
511145.b3320,511145.b3294,protein.P60438,protein.P0AG44,unique,unique,physical_association,979,0.979,972,0,286,979
511145.b3320,511145.b3185,protein.P60438,protein.P0A7L8,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b4173,protein.P60438,protein.P25519,unique,unique,physical_association,913,0.913,913,0,0,913
511145.b3320,511145.b2620,protein.P60438,protein.P0A832,unique,unique,physical_association,925,0.925,925,0,0,925
511145.b3320,511145.b2610,protein.P60438,protein.P0AGD7,unique,unique,physical_association,944,0.944,944,0,0,944
511145.b3320,511145.b3308,protein.P60438,protein.P62399,unique,unique,physical_association,975,0.975,945,303,420,975
511145.b3320,511145.b3464,protein.P60438,protein.P10121,unique,unique,physical_association,888,0.888,888,0,0,888
511145.b3320,511145.b4375,protein.P60438,protein.P0A7I4,unique,unique,physical_association,881,0.881,848,249,0,881
511145.b3320,511145.b3183,protein.P60438,protein.P42641,unique,unique,physical_association,839,0.839,839,0,0,839
511145.b3320,511145.b3987,protein.P60438,protein.P0A8V2,unique,unique,physical_association,807,0.807,807,0,0,807
511145.b3320,511145.b3984,protein.P60438,protein.P0A7L0,unique,unique,physical_association,982,0.982,968,293,285,982
511145.b3320,511145.b3231,protein.P60438,protein.P0AA10,unique,unique,physical_association,995,0.995,967,721,506,995
511145.b3320,511145.b3305,protein.P60438,protein.P0AG55,unique,unique,physical_association,989,0.989,945,735,345,989
511145.b3320,511145.b3986,protein.P60438,protein.P0A7K2,unique,unique,physical_association,963,0.963,945,0,358,963
511145.b3320,511145.b2569,protein.P60438,protein.P60785,unique,unique,physical_association,963,0.963,963,0,0,963
511145.b3320,511145.b4202,protein.P60438,protein.P0A7T7,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3312,protein.P60438,protein.P0A7M6,unique,unique,physical_association,972,0.972,945,303,341,972
511145.b3320,511145.b3707,protein.P60438,protein.P0AD89,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b3981,protein.P60438,protein.P0AG96,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b1089,protein.P60438,protein.P0A7N4,unique,unique,physical_association,948,0.948,945,0,94,948
511145.b3320,511145.b3298,protein.P60438,protein.P0A7S9,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b2185,protein.P60438,protein.P68919,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b0168,protein.P60438,protein.P0AE18,unique,unique,physical_association,712,0.712,712,0,0,712
511145.b3320,511145.b1716,protein.P60438,protein.P0A7L3,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3321,protein.P60438,protein.P0A7R5,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3304,protein.P60438,protein.P0C018,unique,unique,physical_association,985,0.985,945,743,0,985
511145.b3320,511145.b2516,protein.P60438,protein.P27434,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b3306,protein.P60438,protein.P0A7W7,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3310,protein.P60438,protein.P0ADY3,unique,unique,physical_association,984,0.984,972,303,284,984
511145.b3320,511145.b2891,protein.P60438,protein.P07012,unique,unique,physical_association,949,0.949,949,0,0,949
511145.b3320,511145.b3297,protein.P60438,protein.P0A7R9,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3186,protein.P60438,protein.P0AG48,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b0911,protein.P60438,protein.P0AG67,unique,unique,physical_association,886,0.886,887,0,0,886
511145.b3320,511145.b0436,protein.P60438,protein.P0A850,unique,unique,physical_association,886,0.886,886,0,0,886
511145.b3320,511145.b3169,protein.P60438,protein.P0AFF6,unique,unique,physical_association,807,0.807,807,0,0,807
511145.b3320,511145.b3339,protein.P60438,protein.P0CE47,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b3320,511145.b2609,protein.P60438,protein.P0A7T3,unique,unique,physical_association,950,0.950,945,0,133,950
511145.b3320,511145.b3316,protein.P60438,protein.P0A7U3,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b4200,protein.P60438,protein.P02358,unique,unique,physical_association,961,0.961,945,88,286,961
511145.b3320,511145.b4203,protein.P60438,protein.P0A7R1,unique,unique,physical_association,960,0.960,945,0,308,960
511145.b3320,511145.b0098,protein.P60438,protein.P10408,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b0957,protein.P60438,protein.P0A910,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b3302,protein.P60438,protein.P0AG51,unique,unique,physical_association,985,0.985,945,738,0,985
511145.b3320,511145.b0953,protein.P60438,protein.P0AFW2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b3311,protein.P60438,protein.P0AG63,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3299,protein.P60438,protein.P0A7Q6,unique,unique,physical_association,919,0.919,919,0,0,919
511145.b3320,511145.b3342,protein.P60438,protein.P0A7S3,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3317,protein.P60438,protein.P60422,unique,unique,physical_association,969,0.969,945,293,283,969
511145.b3320,511145.b3649,protein.P60438,protein.P0A800,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b0169,protein.P60438,protein.P0A7V0,unique,unique,physical_association,959,0.959,945,0,285,959
511145.b3320,511145.b3400,protein.P60438,protein.P0ACG8,unique,unique,physical_association,885,0.885,885,0,0,885
511145.b3320,511145.b3985,protein.P60438,protein.P0A7J3,unique,unique,physical_association,991,0.991,935,752,492,991
511145.b3320,511145.b3319,protein.P60438,protein.P60723,unique,unique,physical_association,975,0.975,947,226,453,975
511145.b3320,511145.b3988,protein.P60438,protein.P0A8T7,unique,unique,physical_association,807,0.807,807,0,0,807
511145.b3320,511145.b3307,protein.P60438,protein.P0AG59,unique,unique,physical_association,947,0.947,945,0,76,947
511145.b3320,511145.b3303,protein.P60438,protein.P0A7W1,unique,unique,physical_association,951,0.951,947,0,119,951
511145.b3320,511145.b0023,protein.P60438,protein.P0A7U7,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3936,protein.P60438,protein.P0A7M9,unique,unique,physical_association,919,0.919,919,0,0,919
511145.b3320,511145.b3287,protein.P60438,protein.P0A6K3,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b3320,511145.b3175,protein.P60438,protein.P0AG99,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b3168,protein.P60438,protein.P0A705,unique,unique,physical_association,749,0.749,749,0,0,749
511145.b3320,511145.b3300,protein.P60438,protein.P0AGA2,unique,unique,physical_association,910,0.910,911,0,0,910
511145.b3320,511145.b0093,protein.P60438,protein.P06136,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b3165,protein.P60438,protein.P0ADZ4,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3982,protein.P60438,protein.P0AFG0,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b4234,protein.P60438,protein.P0A8X0,unique,unique,physical_association,809,0.809,809,0,0,809
511145.b3320,511145.b3703,protein.P60438,protein.P0A7P5,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3320,511145.b3318,protein.P60438,protein.P0ADZ0,unique,unique,physical_association,986,0.986,947,752,0,986
511145.b3320,511145.b2331,protein.P60438,protein.P0A8B2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3320,511145.b3295,protein.P60438,protein.P0A7Z4,unique,unique,physical_association,830,0.830,830,0,0,830
511145.b3320,511145.b4506,protein.P60438,protein.Q2EEQ2,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b3321,511145.b4161,protein.P0A7R5,protein.P39286,unique,unique,physical_association,832,0.832,832,0,0,832
511145.b3321,511145.b3313,protein.P0A7R5,protein.P0ADY7,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3321,511145.b4147,protein.P0A7R5,protein.P0A6N4,unique,unique,physical_association,967,0.967,967,0,0,967
511145.b3321,511145.b0416,protein.P0A7R5,protein.P0A780,unique,unique,physical_association,999,0.999,956,540,980,999
511145.b3321,511145.b0884,protein.P0A7R5,protein.P69222,unique,unique,physical_association,868,0.868,744,507,0,868
511145.b3321,511145.b4550,protein.P0A7R5,protein.P36675,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b3321,511145.b3983,protein.P0A7R5,protein.P0A7J7,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b3321,511145.b3065,protein.P0A7R5,protein.P68679,unique,unique,physical_association,994,0.994,979,720,182,994
511145.b3321,511145.b2567,protein.P0A7R5,protein.P0A7Y0,unique,unique,physical_association,781,0.781,734,0,211,781
511145.b3321,511145.b3590,protein.P0A7R5,protein.P14081,unique,unique,physical_association,943,0.943,944,0,0,943
511145.b3321,511145.b2606,protein.P0A7R5,protein.P0A7K6,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3321,511145.b3340,protein.P0A7R5,protein.P0A6M8,unique,unique,physical_association,959,0.959,945,0,286,959
511145.b3321,511145.b3296,protein.P0A7R5,protein.P0A7V8,unique,unique,physical_association,996,0.996,935,933,285,996
511145.b3321,511145.b0097,protein.P0A7R5,protein.P62395,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3321,511145.b3315,protein.P0A7R5,protein.P61175,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3321,511145.b3320,protein.P0A7R5,protein.P60438,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b3321,511145.b3170,protein.P0A7R5,protein.P0A8A8,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3321,511145.b3987,protein.P0A7R5,protein.P0A8V2,unique,unique,physical_association,925,0.925,845,540,0,925
511145.b3321,511145.b3312,protein.P0A7R5,protein.P0A7M6,unique,unique,physical_association,946,0.946,945,0,66,946
511145.b3321,511145.b4202,protein.P0A7R5,protein.P0A7T7,unique,unique,physical_association,981,0.981,935,720,0,981
511145.b3321,511145.b3981,protein.P0A7R5,protein.P0AG96,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3321,511145.b3707,protein.P0A7R5,protein.P0AD89,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3321,511145.b3986,protein.P0A7R5,protein.P0A7K2,unique,unique,physical_association,950,0.950,945,0,135,950
511145.b3321,511145.b2569,protein.P0A7R5,protein.P60785,unique,unique,physical_association,963,0.963,963,0,0,963
511145.b3321,511145.b2620,protein.P0A7R5,protein.P0A832,unique,unique,physical_association,925,0.925,925,0,0,925
511145.b3321,511145.b4375,protein.P0A7R5,protein.P0A7I4,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b3321,511145.b3486,protein.P0A7R5,protein.P37624,unique,unique,physical_association,720,0.720,0,720,0,720
